"mr_level_pct","replicate","seed","eps_factor","eps_max","n_mr_rows","n_rows","statistic","estimate","se","elapsed_sec"
8,1,20268522,0.1,3.96537501501371e-07,320,2160,"baseline",-4.79898491689426,0.0551256904128108,1.81048011779785
8,1,20268522,0.1,3.96537501501371e-07,320,2160,"inertia",0.0224951918799811,0.00710960510525309,1.81048011779785
8,1,20268522,0.1,3.96537501501371e-07,320,2160,"reciprocity",0.0944356273132767,0.00686506829207156,1.81048011779785
8,1,20268522,0.1,3.96537501501371e-07,320,2160,"otp",0.0264181581294074,0.00102687588449585,1.81048011779785
8,1,20268522,0.1,3.96537501501371e-07,320,2160,"difference_active",0.075129865667091,0.0384521882416123,1.81048011779785
8,1,20268522,0.1,3.96537501501371e-07,320,2160,"same_group",0.329712465108702,0.0497501844621063,1.81048011779785
8,2,20268523,0.1,3.96537501501371e-07,320,2160,"baseline",-4.79908010943744,0.055126116199845,1.78592300415039
8,2,20268523,0.1,3.96537501501371e-07,320,2160,"inertia",0.022486436674342,0.00710949606975076,1.78592300415039
8,2,20268523,0.1,3.96537501501371e-07,320,2160,"reciprocity",0.0944388445610821,0.0068649472440486,1.78592300415039
8,2,20268523,0.1,3.96537501501371e-07,320,2160,"otp",0.0264223857541319,0.00102686314085087,1.78592300415039
8,2,20268523,0.1,3.96537501501371e-07,320,2160,"difference_active",0.0751257125364045,0.0384521858740344,1.78592300415039
8,2,20268523,0.1,3.96537501501371e-07,320,2160,"same_group",0.329681873520228,0.0497503257056264,1.78592300415039
8,3,20268524,0.1,3.96537501501371e-07,320,2160,"baseline",-4.79912742101757,0.0551263300791679,1.73286199569702
8,3,20268524,0.1,3.96537501501371e-07,320,2160,"inertia",0.0224821063496243,0.00710943574136207,1.73286199569702
8,3,20268524,0.1,3.96537501501371e-07,320,2160,"reciprocity",0.0944404739917742,0.00686488037912232,1.73286199569702
8,3,20268524,0.1,3.96537501501371e-07,320,2160,"otp",0.0264244877715628,0.00102685703176488,1.73286199569702
8,3,20268524,0.1,3.96537501501371e-07,320,2160,"difference_active",0.0751234901680423,0.038452187819686,1.73286199569702
8,3,20268524,0.1,3.96537501501371e-07,320,2160,"same_group",0.329666462958946,0.0497503974044914,1.73286199569702
8,4,20268525,0.1,3.96537501501371e-07,320,2160,"baseline",-4.79905628058733,0.0551260098949509,1.69184303283691
8,4,20268525,0.1,3.96537501501371e-07,320,2160,"inertia",0.0224886300435457,0.00710952273453456,1.69184303283691
8,4,20268525,0.1,3.96537501501371e-07,320,2160,"reciprocity",0.0944380423317903,0.00686497685289842,1.69184303283691
8,4,20268525,0.1,3.96537501501371e-07,320,2160,"otp",0.0264213276374311,0.00102686635680276,1.69184303283691
8,4,20268525,0.1,3.96537501501371e-07,320,2160,"difference_active",0.0751267354276195,0.0384521868140509,1.69184303283691
8,4,20268525,0.1,3.96537501501371e-07,320,2160,"same_group",0.32968951021531,0.0497502905126037,1.69184303283691
8,5,20268526,0.1,3.96537501501371e-07,320,2160,"baseline",-4.79912730311416,0.0551263306690223,1.97958302497864
8,5,20268526,0.1,3.96537501501371e-07,320,2160,"inertia",0.022482122133275,0.00710943378156259,1.97958302497864
8,5,20268526,0.1,3.96537501501371e-07,320,2160,"reciprocity",0.0944404842484543,0.00686487822516234,1.97958302497864
8,5,20268526,0.1,3.96537501501371e-07,320,2160,"otp",0.02642448302918,0.00102685715134186,1.97958302497864
8,5,20268526,0.1,3.96537501501371e-07,320,2160,"difference_active",0.0751234304335443,0.0384521891762649,1.97958302497864
8,5,20268526,0.1,3.96537501501371e-07,320,2160,"same_group",0.329666418467444,0.0497503978688199,1.97958302497864
16,1,20276522,0.1,3.96537501501371e-07,640,2320,"baseline",-4.70493327690375,0.053095659127114,1.74272894859314
16,1,20276522,0.1,3.96537501501371e-07,640,2320,"inertia",0.0363336517248608,0.00723735482635285,1.74272894859314
16,1,20276522,0.1,3.96537501501371e-07,640,2320,"reciprocity",0.0772066381907455,0.007049843931227,1.74272894859314
16,1,20276522,0.1,3.96537501501371e-07,640,2320,"otp",0.024697235753413,0.00094082826323404,1.74272894859314
16,1,20276522,0.1,3.96537501501371e-07,640,2320,"difference_active",0.061779311507325,0.037113112883005,1.74272894859314
16,1,20276522,0.1,3.96537501501371e-07,640,2320,"same_group",0.295408881576831,0.0474684228961764,1.74272894859314
16,2,20276523,0.1,3.96537501501371e-07,640,2320,"baseline",-4.70504256677437,0.0530961920951143,1.97103381156921
16,2,20276523,0.1,3.96537501501371e-07,640,2320,"inertia",0.036324853828558,0.00723716213765118,1.97103381156921
16,2,20276523,0.1,3.96537501501371e-07,640,2320,"reciprocity",0.0772094219213984,0.00704964271648007,1.97103381156921
16,2,20276523,0.1,3.96537501501371e-07,640,2320,"otp",0.0247016792595914,0.000940814623793359,1.97103381156921
16,2,20276523,0.1,3.96537501501371e-07,640,2320,"difference_active",0.0617758595716626,0.0371130749660639,1.97103381156921
16,2,20276523,0.1,3.96537501501371e-07,640,2320,"same_group",0.295376697089063,0.0474685543771441,1.97103381156921
16,3,20276524,0.1,3.96537501501371e-07,640,2320,"baseline",-4.70502035630813,0.053096086583195,2.00898599624634
16,3,20276524,0.1,3.96537501501371e-07,640,2320,"inertia",0.03632664705708,0.00723719881038753,2.00898599624634
16,3,20276524,0.1,3.96537501501371e-07,640,2320,"reciprocity",0.0772089192699515,0.00704968148424992,2.00898599624634
16,3,20276524,0.1,3.96537501501371e-07,640,2320,"otp",0.0247007762752378,0.000940817662592484,2.00898599624634
16,3,20276524,0.1,3.96537501501371e-07,640,2320,"difference_active",0.0617763664788638,0.0371130864543745,2.00898599624634
16,3,20276524,0.1,3.96537501501371e-07,640,2320,"same_group",0.295382988305063,0.0474685294112501,2.00898599624634
16,4,20276525,0.1,3.96537501501371e-07,640,2320,"baseline",-4.70515117156425,0.0530967273801517,1.95827603340149
16,4,20276525,0.1,3.96537501501371e-07,640,2320,"inertia",0.0363161299639653,0.00723696728710218,1.95827603340149
16,4,20276525,0.1,3.96537501501371e-07,640,2320,"reciprocity",0.0772122995576811,0.00704943969723942,1.95827603340149
16,4,20276525,0.1,3.96537501501371e-07,640,2320,"otp",0.0247060946001239,0.000940801612308484,1.95827603340149
16,4,20276525,0.1,3.96537501501371e-07,640,2320,"difference_active",0.0617720618864017,0.0371130443899592,1.95827603340149
16,4,20276525,0.1,3.96537501501371e-07,640,2320,"same_group",0.295344240886603,0.0474686883091818,1.95827603340149
16,5,20276526,0.1,3.96537501501371e-07,640,2320,"baseline",-4.70508584706118,0.0530964064104697,2.26198410987854
16,5,20276526,0.1,3.96537501501371e-07,640,2320,"inertia",0.0363213761224818,0.00723708341359658,2.26198410987854
16,5,20276526,0.1,3.96537501501371e-07,640,2320,"reciprocity",0.0772106060113805,0.00704956108477445,2.26198410987854
16,5,20276526,0.1,3.96537501501371e-07,640,2320,"otp",0.0247034387154627,0.000940809540479051,2.26198410987854
16,5,20276526,0.1,3.96537501501371e-07,640,2320,"difference_active",0.0617742482439681,0.0371130646126501,2.26198410987854
16,5,20276526,0.1,3.96537501501371e-07,640,2320,"same_group",0.295363637406521,0.0474686086365665,2.26198410987854
24,1,20284522,0.1,3.96537501501371e-07,960,2480,"baseline",-4.6406143198304,0.0509633645409101,3.62235999107361
24,1,20284522,0.1,3.96537501501371e-07,960,2480,"inertia",0.0296470018264571,0.00612383947930245,3.62235999107361
24,1,20284522,0.1,3.96537501501371e-07,960,2480,"reciprocity",0.0832812393005688,0.00598616676493065,3.62235999107361
24,1,20284522,0.1,3.96537501501371e-07,960,2480,"otp",0.0232003398125333,0.000842966253825583,3.62235999107361
24,1,20284522,0.1,3.96537501501371e-07,960,2480,"difference_active",0.0701420161114381,0.035459454229682,3.62235999107361
24,1,20284522,0.1,3.96537501501371e-07,960,2480,"same_group",0.250487092711289,0.0453109776976172,3.62235999107361
24,2,20284523,0.1,3.96537501501371e-07,960,2480,"baseline",-4.64065277961491,0.0509635672528496,3.51373100280762
24,2,20284523,0.1,3.96537501501371e-07,960,2480,"inertia",0.0296437904977434,0.00612380658211514,3.51373100280762
24,2,20284523,0.1,3.96537501501371e-07,960,2480,"reciprocity",0.0832823408413987,0.0059861367101506,3.51373100280762
24,2,20284523,0.1,3.96537501501371e-07,960,2480,"otp",0.0232017551045451,0.000842962977991606,3.51373100280762
24,2,20284523,0.1,3.96537501501371e-07,960,2480,"difference_active",0.0701406279057987,0.0354594378624353,3.51373100280762
24,2,20284523,0.1,3.96537501501371e-07,960,2480,"same_group",0.250476889507671,0.0453110171455797,3.51373100280762
24,3,20284524,0.1,3.96537501501371e-07,960,2480,"baseline",-4.64080729308393,0.0509643791989297,3.04850697517395
24,3,20284524,0.1,3.96537501501371e-07,960,2480,"inertia",0.0296308190211769,0.00612367035126273,3.04850697517395
24,3,20284524,0.1,3.96537501501371e-07,960,2480,"reciprocity",0.0832866983934673,0.00598601275891383,3.04850697517395
24,3,20284524,0.1,3.96537501501371e-07,960,2480,"otp",0.0232074424198736,0.000842949512441743,3.04850697517395
24,3,20284524,0.1,3.96537501501371e-07,960,2480,"difference_active",0.0701354054380918,0.0354593662285237,3.04850697517395
24,3,20284524,0.1,3.96537501501371e-07,960,2480,"same_group",0.250436354249268,0.045311172681951,3.04850697517395
24,4,20284525,0.1,3.96537501501371e-07,960,2480,"baseline",-4.6403051334617,0.0509617404886372,2.73837399482727
24,4,20284525,0.1,3.96537501501371e-07,960,2480,"inertia",0.0296729664557893,0.00612411380192277,2.73837399482727
24,4,20284525,0.1,3.96537501501371e-07,960,2480,"reciprocity",0.0832725719903301,0.00598641713360793,2.73837399482727
24,4,20284525,0.1,3.96537501501371e-07,960,2480,"otp",0.0231889563870392,0.00084299329246054,2.73837399482727
24,4,20284525,0.1,3.96537501501371e-07,960,2480,"difference_active",0.0701523344041389,0.0354595997722408,2.73837399482727
24,4,20284525,0.1,3.96537501501371e-07,960,2480,"same_group",0.250568025817299,0.045310667796312,2.73837399482727
24,5,20284526,0.1,3.96537501501371e-07,960,2480,"baseline",-4.64055618060792,0.0509630594883219,2.7492299079895
24,5,20284526,0.1,3.96537501501371e-07,960,2480,"inertia",0.0296518899128147,0.00612388712932458,2.7492299079895
24,5,20284526,0.1,3.96537501501371e-07,960,2480,"reciprocity",0.0832796530236504,0.00598621007008908,2.7492299079895
24,5,20284526,0.1,3.96537501501371e-07,960,2480,"otp",0.0231981987476281,0.000842971391554244,2.7492299079895
24,5,20284526,0.1,3.96537501501371e-07,960,2480,"difference_active",0.0701438321575478,0.035459483649967,2.7492299079895
24,5,20284526,0.1,3.96537501501371e-07,960,2480,"same_group",0.250502154238101,0.0453109206130856,2.7492299079895
