"mr_level_pct","replicate","seed","eps_factor","eps_max","n_mr_rows","n_noised","n_rows","statistic","estimate","se","elapsed_sec"
0,5,20260526,0.1,3.96537501501371e-07,0,0,2000,"reciprocity",0.0970222742767229,0.00681167705260934,1.13891506195068
0,5,20260526,0.1,3.96537501501371e-07,0,0,2000,"otp",0.0293629549766802,0.00116419547412378,1.13891506195068
0,5,20260526,0.1,3.96537501501371e-07,0,0,2000,"difference_active",0.0791915474512444,0.0399823102172324,1.13891506195068
0,5,20260526,0.1,3.96537501501371e-07,0,0,2000,"same_group",0.373242695306665,0.0526527531693664,1.13891506195068
2,1,20262522,0.1,3.96537501501371e-07,80,80,2040,"baseline",-4.87334007694252,0.0572060353701812,1.21343898773193
2,1,20262522,0.1,3.96537501501371e-07,80,80,2040,"inertia",0.025488503242389,0.00697770762657148,1.21343898773193
2,1,20262522,0.1,3.96537501501371e-07,80,80,2040,"reciprocity",0.094776439635195,0.00672432013639185,1.21343898773193
2,1,20262522,0.1,3.96537501501371e-07,80,80,2040,"otp",0.0285684943259224,0.00112872402332808,1.21343898773193
2,1,20262522,0.1,3.96537501501371e-07,80,80,2040,"difference_active",0.0817856627167481,0.0395585883707882,1.21343898773193
2,1,20262522,0.1,3.96537501501371e-07,80,80,2040,"same_group",0.362930755032372,0.0518681196271943,1.21343898773193
2,2,20262523,0.1,3.96537501501371e-07,80,80,2040,"baseline",-4.87331356553239,0.0572059126194994,1.39784288406372
2,2,20262523,0.1,3.96537501501371e-07,80,80,2040,"inertia",0.0254908312475228,0.00697773673842317,1.39784288406372
2,2,20262523,0.1,3.96537501501371e-07,80,80,2040,"reciprocity",0.094775516999587,0.00672435281732243,1.39784288406372
2,2,20262523,0.1,3.96537501501371e-07,80,80,2040,"otp",0.0285672202688688,0.0011287285569438,1.39784288406372
2,2,20262523,0.1,3.96537501501371e-07,80,80,2040,"difference_active",0.0817864672993962,0.0395585922526454,1.39784288406372
2,2,20262523,0.1,3.96537501501371e-07,80,80,2040,"same_group",0.362940418184164,0.0518680730011105,1.39784288406372
2,3,20262524,0.1,3.96537501501371e-07,80,80,2040,"baseline",-4.87339309851371,0.0572062808468588,1.49385190010071
2,3,20262524,0.1,3.96537501501371e-07,80,80,2040,"inertia",0.0254838494706047,0.00697764912938048,1.49385190010071
2,3,20262524,0.1,3.96537501501371e-07,80,80,2040,"reciprocity",0.0947782832647876,0.00672425448616144,1.49385190010071
2,3,20262524,0.1,3.96537501501371e-07,80,80,2040,"otp",0.0285710423002391,0.00112871495589979,1.49385190010071
2,3,20262524,0.1,3.96537501501371e-07,80,80,2040,"difference_active",0.0817840531986558,0.039558580609488,1.49385190010071
2,3,20262524,0.1,3.96537501501371e-07,80,80,2040,"same_group",0.362911427829265,0.0518682128848276,1.49385190010071
2,4,20262525,0.1,3.96537501501371e-07,80,80,2040,"baseline",-4.8733665807871,0.0572061579834385,1.39293885231018
2,4,20262525,0.1,3.96537501501371e-07,80,80,2040,"inertia",0.0254861772966646,0.00697767826970876,1.39293885231018
2,4,20262525,0.1,3.96537501501371e-07,80,80,2040,"reciprocity",0.0947773607908648,0.00672428719830187,1.39293885231018
2,4,20262525,0.1,3.96537501501371e-07,80,80,2040,"otp",0.0285697682417485,0.00112871948816949,1.39293885231018
2,4,20262525,0.1,3.96537501501371e-07,80,80,2040,"difference_active",0.0817848572809486,0.0395585844557078,1.39293885231018
2,4,20262525,0.1,3.96537501501371e-07,80,80,2040,"same_group",0.362921087019514,0.0518681661621005,1.39293885231018
2,5,20262526,0.1,3.96537501501371e-07,80,80,2040,"baseline",-4.87339309876,0.0572062808261677,1.36864900588989
2,5,20262526,0.1,3.96537501501371e-07,80,80,2040,"inertia",0.025483850262528,0.00697764899348788,1.36864900588989
2,5,20262526,0.1,3.96537501501371e-07,80,80,2040,"reciprocity",0.0947782829875959,0.00672425434627672,1.36864900588989
2,5,20262526,0.1,3.96537501501371e-07,80,80,2040,"otp",0.0285710422825599,0.00112871495449795,1.36864900588989
2,5,20262526,0.1,3.96537501501371e-07,80,80,2040,"difference_active",0.0817840529233302,0.0395585806028992,1.36864900588989
2,5,20262526,0.1,3.96537501501371e-07,80,80,2040,"same_group",0.362911427092906,0.0518682128866769,1.36864900588989
8,1,20268522,0.1,3.96537501501371e-07,320,320,2160,"baseline",-4.795941662045,0.055179618885803,1.38858509063721
8,1,20268522,0.1,3.96537501501371e-07,320,320,2160,"inertia",0.0226662303358263,0.00711081635363299,1.38858509063721
8,1,20268522,0.1,3.96537501501371e-07,320,320,2160,"reciprocity",0.0943272008236753,0.00686606259361234,1.38858509063721
8,1,20268522,0.1,3.96537501501371e-07,320,320,2160,"otp",0.0263237594161573,0.00102819709588858,1.38858509063721
8,1,20268522,0.1,3.96537501501371e-07,320,320,2160,"difference_active",0.0751926529055531,0.0384619155313126,1.38858509063721
8,1,20268522,0.1,3.96537501501371e-07,320,320,2160,"same_group",0.331675662789196,0.0497764265984889,1.38858509063721
8,2,20268523,0.1,3.96537501501371e-07,320,320,2160,"baseline",-4.79603721873071,0.0551800451617116,1.4556360244751
8,2,20268523,0.1,3.96537501501371e-07,320,320,2160,"inertia",0.022657459422619,0.00711070717145177,1.4556360244751
8,2,20268523,0.1,3.96537501501371e-07,320,320,2160,"reciprocity",0.0943304249623124,0.00686594142923572,1.4556360244751
8,2,20268523,0.1,3.96537501501371e-07,320,320,2160,"otp",0.0263279979097088,0.00102818427088126,1.4556360244751
8,2,20268523,0.1,3.96537501501371e-07,320,320,2160,"difference_active",0.0751884876424123,0.0384619133382108,1.4556360244751
8,2,20268523,0.1,3.96537501501371e-07,320,320,2160,"same_group",0.331645046837086,0.0497765678734502,1.4556360244751
8,3,20268524,0.1,3.96537501501371e-07,320,320,2160,"baseline",-4.79608471487929,0.0551802593460144,1.59681510925293
8,3,20268524,0.1,3.96537501501371e-07,320,320,2160,"inertia",0.0226531212245728,0.00711064676499677,1.59681510925293
8,3,20268524,0.1,3.96537501501371e-07,320,320,2160,"reciprocity",0.0943320579056618,0.00686587449976335,1.59681510925293
8,3,20268524,0.1,3.96537501501371e-07,320,320,2160,"otp",0.0263301053568867,0.00102817812220528,1.59681510925293
8,3,20268524,0.1,3.96537501501371e-07,320,320,2160,"difference_active",0.0751862593206107,0.0384619153918278,1.59681510925293
8,3,20268524,0.1,3.96537501501371e-07,320,320,2160,"same_group",0.331629626150223,0.0497766396339483,1.59681510925293
8,4,20268525,0.1,3.96537501501371e-07,320,320,2160,"baseline",-4.79601330031915,0.0551799387613847,1.9611439704895
8,4,20268525,0.1,3.96537501501371e-07,320,320,2160,"inertia",0.0226596566954511,0.00711073387283167,1.9611439704895
8,4,20268525,0.1,3.96537501501371e-07,320,320,2160,"reciprocity",0.0943296210275096,0.00686597106680655,1.9611439704895
8,4,20268525,0.1,3.96537501501371e-07,320,320,2160,"otp",0.0263269370829653,0.00102818750742178,1.9611439704895
8,4,20268525,0.1,3.96537501501371e-07,320,320,2160,"difference_active",0.0751895136659447,0.0384619142438585,1.9611439704895
8,4,20268525,0.1,3.96537501501371e-07,320,320,2160,"same_group",0.331652690638397,0.0497765326949614,1.9611439704895
8,5,20268526,0.1,3.96537501501371e-07,320,320,2160,"baseline",-4.79608459870882,0.055180259973592,2.09309697151184
8,5,20268526,0.1,3.96537501501371e-07,320,320,2160,"inertia",0.0226531370014792,0.0071106448033331,2.09309697151184
8,5,20268526,0.1,3.96537501501371e-07,320,320,2160,"reciprocity",0.0943320681852333,0.00686587234297396,2.09309697151184
8,5,20268526,0.1,3.96537501501371e-07,320,320,2160,"otp",0.0263301006161441,0.00102817824234207,2.09309697151184
8,5,20268526,0.1,3.96537501501371e-07,320,320,2160,"difference_active",0.0751861996783703,0.0384619167613682,2.09309697151184
8,5,20268526,0.1,3.96537501501371e-07,320,320,2160,"same_group",0.331629582990962,0.0497766401278983,2.09309697151184
16,1,20276522,0.1,3.96537501501371e-07,640,640,2320,"baseline",-4.70166417528703,0.0531447448885815,2.26444506645203
16,1,20276522,0.1,3.96537501501371e-07,640,640,2320,"inertia",0.0364772705376375,0.00723762715104096,2.26444506645203
16,1,20276522,0.1,3.96537501501371e-07,640,640,2320,"reciprocity",0.0771242747557614,0.00704991998973048,2.26444506645203
16,1,20276522,0.1,3.96537501501371e-07,640,640,2320,"otp",0.0246060373375148,0.00094206409418681,2.26444506645203
16,1,20276522,0.1,3.96537501501371e-07,640,640,2320,"difference_active",0.0618501784087105,0.0371221905210268,2.26444506645203
16,1,20276522,0.1,3.96537501501371e-07,640,640,2320,"same_group",0.297220096470222,0.047490695755058,2.26444506645203
16,2,20276523,0.1,3.96537501501371e-07,640,640,2320,"baseline",-4.7017738725616,0.0531452786492723,1.74283909797668
16,2,20276523,0.1,3.96537501501371e-07,640,640,2320,"inertia",0.0364684580193314,0.00723743446347339,1.74283909797668
16,2,20276523,0.1,3.96537501501371e-07,640,640,2320,"reciprocity",0.0771270628298305,0.00704971876888526,1.74283909797668
16,2,20276523,0.1,3.96537501501371e-07,640,640,2320,"otp",0.0246104925212338,0.000942050372042445,1.74283909797668
16,2,20276523,0.1,3.96537501501371e-07,640,640,2320,"difference_active",0.0618467098334277,0.0371221527981031,1.74283909797668
16,2,20276523,0.1,3.96537501501371e-07,640,640,2320,"same_group",0.297187883471401,0.0474908273072303,1.74283909797668
16,3,20276524,0.1,3.96537501501371e-07,640,640,2320,"baseline",-4.70175158092731,0.0531451730037011,1.42750692367554
16,3,20276524,0.1,3.96537501501371e-07,640,640,2320,"inertia",0.0364702542730994,0.00723747113880834,1.42750692367554
16,3,20276524,0.1,3.96537501501371e-07,640,640,2320,"reciprocity",0.0771265593042503,0.00704975753742175,1.42750692367554
16,3,20276524,0.1,3.96537501501371e-07,640,640,2320,"otp",0.0246095871791958,0.000942053428264514,1.42750692367554
16,3,20276524,0.1,3.96537501501371e-07,640,640,2320,"difference_active",0.0618472200181874,0.037122164257011,1.42750692367554
16,3,20276524,0.1,3.96537501501371e-07,640,640,2320,"same_group",0.297194181005294,0.0474908023427196,1.42750692367554
16,4,20276525,0.1,3.96537501501371e-07,640,640,2320,"baseline",-4.70188288285324,0.0531458147369462,1.9660210609436
16,4,20276525,0.1,3.96537501501371e-07,640,640,2320,"inertia",0.0364597197801525,0.00723723961777642,1.9660210609436
16,4,20276525,0.1,3.96537501501371e-07,640,640,2320,"reciprocity",0.0771299447881638,0.00704951574179074,1.9660210609436
16,4,20276525,0.1,3.96537501501371e-07,640,640,2320,"otp",0.0246149194745782,0.000942037279331695,1.9660210609436
16,4,20276525,0.1,3.96537501501371e-07,640,640,2320,"difference_active",0.061842895193954,0.0371221224211783,1.9660210609436
16,4,20276525,0.1,3.96537501501371e-07,640,640,2320,"same_group",0.297155398514998,0.0474909613093385,1.9660210609436
16,5,20276526,0.1,3.96537501501371e-07,640,640,2320,"baseline",-4.70181731471978,0.0531454932869602,2.08831906318665
16,5,20276526,0.1,3.96537501501371e-07,640,640,2320,"inertia",0.0364649746286241,0.0072373557431417,2.08831906318665
16,5,20276526,0.1,3.96537501501371e-07,640,640,2320,"reciprocity",0.0771282486162583,0.00704963713372423,2.08831906318665
16,5,20276526,0.1,3.96537501501371e-07,640,640,2320,"otp",0.0246122566114498,0.00094204525648978,2.08831906318665
16,5,20276526,0.1,3.96537501501371e-07,640,640,2320,"difference_active",0.0618450916928733,0.0371221425246259,2.08831906318665
16,5,20276526,0.1,3.96537501501371e-07,640,640,2320,"same_group",0.297174812260764,0.0474908815940621,2.08831906318665
24,1,20284522,0.1,3.96537501501371e-07,960,960,2480,"baseline",-4.6372396153861,0.0510079070781184,2.42466998100281
24,1,20284522,0.1,3.96537501501371e-07,960,960,2480,"inertia",0.0298128401800877,0.00612478788961618,2.42466998100281
24,1,20284522,0.1,3.96537501501371e-07,960,960,2480,"reciprocity",0.0831765562622506,0.00598655295572083,2.42466998100281
24,1,20284522,0.1,3.96537501501371e-07,960,960,2480,"otp",0.0231171871689702,0.000844032638614247,2.42466998100281
24,1,20284522,0.1,3.96537501501371e-07,960,960,2480,"difference_active",0.0702129549221295,0.0354675111990185,2.42466998100281
24,1,20284522,0.1,3.96537501501371e-07,960,960,2480,"same_group",0.25212406681259,0.0453296936656406,2.42466998100281
24,2,20284523,0.1,3.96537501501371e-07,960,960,2480,"baseline",-4.63727821316009,0.0510081100865756,2.62983083724976
24,2,20284523,0.1,3.96537501501371e-07,960,960,2480,"inertia",0.0298096222551452,0.00612475495078617,2.62983083724976
24,2,20284523,0.1,3.96537501501371e-07,960,960,2480,"reciprocity",0.0831776611174889,0.00598652287804674,2.62983083724976
24,2,20284523,0.1,3.96537501501371e-07,960,960,2480,"otp",0.023118606054692,0.000844029339694732,2.62983083724976
24,2,20284523,0.1,3.96537501501371e-07,960,960,2480,"difference_active",0.070211561119508,0.0354674948763107,2.62983083724976
24,2,20284523,0.1,3.96537501501371e-07,960,960,2480,"same_group",0.252113854685194,0.0453297331448192,2.62983083724976
24,3,20284524,0.1,3.96537501501371e-07,960,960,2480,"baseline",-4.63743327918688,0.0510089232303094,2.55474305152893
24,3,20284524,0.1,3.96537501501371e-07,960,960,2480,"inertia",0.0297966242520357,0.00612461854647101,2.55474305152893
24,3,20284524,0.1,3.96537501501371e-07,960,960,2480,"reciprocity",0.0831820319094575,0.00598639883008009,2.55474305152893
24,3,20284524,0.1,3.96537501501371e-07,960,960,2480,"otp",0.0231243077675787,0.00084401578254638,2.55474305152893
24,3,20284524,0.1,3.96537501501371e-07,960,960,2480,"difference_active",0.0702063164746985,0.0354674234168285,2.55474305152893
24,3,20284524,0.1,3.96537501501371e-07,960,960,2480,"same_group",0.252073283928103,0.0453298888032629,2.55474305152893
24,4,20284525,0.1,3.96537501501371e-07,960,960,2480,"baseline",-4.63692932334676,0.0510062806239156,2.47598600387573
24,4,20284525,0.1,3.96537501501371e-07,960,960,2480,"inertia",0.0298388579739652,0.00612506256670471,2.47598600387573
24,4,20284525,0.1,3.96537501501371e-07,960,960,2480,"reciprocity",0.083167862364559,0.00598680352132544,2.47598600387573
24,4,20284525,0.1,3.96537501501371e-07,960,960,2480,"otp",0.0231057749372617,0.000844059860524401,2.47598600387573
24,4,20284525,0.1,3.96537501501371e-07,960,960,2480,"difference_active",0.070223317593183,0.0354676563885475,2.47598600387573
24,4,20284525,0.1,3.96537501501371e-07,960,960,2480,"same_group",0.252205070726116,0.0453293835135452,2.47598600387573
24,5,20284526,0.1,3.96537501501371e-07,960,960,2480,"baseline",-4.63718126859904,0.0510076015714318,2.43001008033752
24,5,20284526,0.1,3.96537501501371e-07,960,960,2480,"inertia",0.0298177382412605,0.00612483560519025,2.43001008033752
24,5,20284526,0.1,3.96537501501371e-07,960,960,2480,"reciprocity",0.0831749649862824,0.00598659629623749,2.43001008033752
24,5,20284526,0.1,3.96537501501371e-07,960,960,2480,"otp",0.0231150407006723,0.000844037810706985,2.43001008033752
24,5,20284526,0.1,3.96537501501371e-07,960,960,2480,"difference_active",0.0702147793124625,0.0354675405508815,2.43001008033752
24,5,20284526,0.1,3.96537501501371e-07,960,960,2480,"same_group",0.252139141564322,0.0453296365302306,2.43001008033752
