"statistic","seed","mr_level_pct","estimate","se","n_rows","eps_max","true_value","bias"
"same_group",20260427,0,0.317087323137494,0.0492419478937352,2000,4.99568386658211e-11,0.4,-0.0829126768625065
"baseline",20260427,2,-4.96451988041132,0.0548064524460379,2040,4.99568386658211e-11,-5,0.0354801195886756
"difference_active",20260427,2,0.129190934406999,0.023030568833864,2040,4.99568386658211e-11,0.15,-0.0208090655930011
"inertia",20260427,2,0.0156209107459669,0.00899904125497316,2040,4.99568386658211e-11,0.02,-0.00437908925403312
"otp",20260427,2,0.0318230436868472,0.00127399259263982,2040,4.99568386658211e-11,0.03,0.00182304368684718
"reciprocity",20260427,2,0.103045066146769,0.00893577785877248,2040,4.99568386658211e-11,0.1,0.00304506614676911
"same_group",20260427,2,0.294568334213815,0.0485917243575583,2040,4.99568386658211e-11,0.4,-0.105431665786186
"baseline",20260427,8,-4.90606842691128,0.0533297959360006,2160,4.99568386658211e-11,-5,0.0939315730887236
"difference_active",20260427,8,0.135759759095742,0.0223144190618968,2160,4.99568386658211e-11,0.15,-0.0142402409042578
"inertia",20260427,8,0.021352675382145,0.00853123229953384,2160,4.99568386658211e-11,0.02,0.00135267538214503
"otp",20260427,8,0.0296449869737441,0.00115830325724168,2160,4.99568386658211e-11,0.03,-0.000355013026255912
"reciprocity",20260427,8,0.0965363006035928,0.0084881745886784,2160,4.99568386658211e-11,0.1,-0.00346369939640723
"same_group",20260427,8,0.267512117168055,0.0469554407636571,2160,4.99568386658211e-11,0.4,-0.132487882831945
"baseline",20260427,16,-4.84524934900916,0.0516920549343244,2320,4.99568386658211e-11,-5,0.154750650990844
"difference_active",20260427,16,0.126694776810062,0.021666411552476,2320,4.99568386658211e-11,0.15,-0.0233052231899377
"inertia",20260427,16,0.0234449937039734,0.00829007326424691,2320,4.99568386658211e-11,0.02,0.00344499370397339
"otp",20260427,16,0.0275413758064788,0.00104284816419673,2320,4.99568386658211e-11,0.03,-0.00245862419352119
"reciprocity",20260427,16,0.0930182675269106,0.00825364384891178,2320,4.99568386658211e-11,0.1,-0.00698173247308942
"same_group",20260427,16,0.239344519030386,0.0449218347412801,2320,4.99568386658211e-11,0.4,-0.160655480969614
"baseline",20260427,24,-4.7781947607875,0.051072029038754,2480,4.99568386658211e-11,-5,0.221805239212504
"difference_active",20260427,24,0.125096957329952,0.0210975375097615,2480,4.99568386658211e-11,0.15,-0.0249030426700477
"inertia",20260427,24,0.0282458697084347,0.00767022407604681,2480,4.99568386658211e-11,0.02,0.0082458697084347
"otp",20260427,24,0.0247915548510364,0.000930098219511323,2480,4.99568386658211e-11,0.03,-0.0052084451489636
"reciprocity",20260427,24,0.0864523412705611,0.00762695467110849,2480,4.99568386658211e-11,0.1,-0.0135476587294389
"same_group",20260427,24,0.246788590983092,0.0433503858429462,2480,4.99568386658211e-11,0.4,-0.153211409016908
"baseline",20260428,0,-4.99837496432897,0.0601580999031878,2000,2.99730515962438e-09,-5,0.00162503567102767
"difference_active",20260428,0,0.135596566422196,0.0319652971161576,2000,2.99730515962438e-09,0.15,-0.0144034335778035
"inertia",20260428,0,0.00707971622332219,0.00972934772084287,2000,2.99730515962438e-09,0.02,-0.0129202837766778
"otp",20260428,0,0.030135319571795,0.00126428816187833,2000,2.99730515962438e-09,0.03,0.000135319571795037
"reciprocity",20260428,0,0.111317775670007,0.00966445640467048,2000,2.99730515962438e-09,0.1,0.0113177756700067
"same_group",20260428,0,0.43302414601645,0.0501956339934365,2000,2.99730515962438e-09,0.4,0.0330241460164497
"baseline",20260428,2,-4.97005316245961,0.0594840452415921,2040,2.99730515962438e-09,-5,0.0299468375403915
"difference_active",20260428,2,0.132330732035439,0.0316400005974284,2040,2.99730515962438e-09,0.15,-0.0176692679645609
"inertia",20260428,2,0.0070425966599306,0.00958839035953762,2040,2.99730515962438e-09,0.02,-0.0129574033400694
"otp",20260428,2,0.0295120410769698,0.00122945965429873,2040,2.99730515962438e-09,0.03,-0.000487958923030208
"reciprocity",20260428,2,0.110587885701255,0.0095306631135647,2040,2.99730515962438e-09,0.1,0.0105878857012546
"same_group",20260428,2,0.423455382388828,0.0495596432689148,2040,2.99730515962438e-09,0.4,0.0234553823888283
"baseline",20260428,8,-4.87951446543886,0.0572624077327086,2160,2.99730515962438e-09,-5,0.120485534561135
"difference_active",20260428,8,0.121322220903201,0.0307638164599224,2160,2.99730515962438e-09,0.15,-0.0286777790967993
"inertia",20260428,8,-0.0024326078341569,0.00928933751733147,2160,2.99730515962438e-09,0.02,-0.0224326078341569
"otp",20260428,8,0.0273843989006298,0.00109233896889057,2160,2.99730515962438e-09,0.03,-0.00261560109937019
"reciprocity",20260428,8,0.11831676086902,0.00921737518939739,2160,2.99730515962438e-09,0.1,0.0183167608690196
"same_group",20260428,8,0.365679766530228,0.0476273202118584,2160,2.99730515962438e-09,0.4,-0.0343202334697723
"baseline",20260428,16,-4.78503196702866,0.0553055716048443,2320,2.99730515962438e-09,-5,0.214968032971337
"difference_active",20260428,16,0.12454260833767,0.0295233264349767,2320,2.99730515962438e-09,0.15,-0.0254573916623302
"inertia",20260428,16,0.0235322851364414,0.00745501784894746,2320,2.99730515962438e-09,0.02,0.00353228513644135
"otp",20260428,16,0.0247460841284643,0.000997180716274629,2320,2.99730515962438e-09,0.03,-0.00525391587153574
"reciprocity",20260428,16,0.0907981931626688,0.00740621785307761,2320,2.99730515962438e-09,0.1,-0.00920180683733118
"same_group",20260428,16,0.317707122504219,0.0453864030959937,2320,2.99730515962438e-09,0.4,-0.0822928774957812
"baseline",20260428,24,-4.70341714840668,0.0534165360449281,2480,2.99730515962438e-09,-5,0.296582851593325
"difference_active",20260428,24,0.0996841708343775,0.0284961032580723,2480,2.99730515962438e-09,0.15,-0.0503158291656225
"inertia",20260428,24,0.0101455766551181,0.00869553584659015,2480,2.99730515962438e-09,0.02,-0.00985442334488195
"otp",20260428,24,0.0223883045144568,0.000887067299809955,2480,2.99730515962438e-09,0.03,-0.00761169548554315
"reciprocity",20260428,24,0.106498687456035,0.00864787621104627,2480,2.99730515962438e-09,0.1,0.00649868745603535
"same_group",20260428,24,0.304459175649086,0.0433466465636409,2480,2.99730515962438e-09,0.4,-0.0955408243509137
"baseline",20260429,0,-4.95299521204361,0.0557830322644369,2000,1.16429003185203e-06,-5,0.0470047879563946
"difference_active",20260429,0,0.124146749506325,0.0226110162441203,2000,1.16429003185203e-06,0.15,-0.0258532504936747
"inertia",20260429,0,0.0177287174127193,0.0100926296551298,2000,1.16429003185203e-06,0.02,-0.00227128258728072
"otp",20260429,0,0.0289493267760669,0.00145099167735348,2000,1.16429003185203e-06,0.03,-0.00105067322393313
"reciprocity",20260429,0,0.111657101918616,0.00943531255521289,2000,1.16429003185203e-06,0.1,0.0116571019186158
"same_group",20260429,0,0.399540973946289,0.050205702015259,2000,1.16429003185203e-06,0.4,-0.000459026053710954
"baseline",20260429,2,-4.93552985234001,0.0552289040079462,2040,1.16429003185203e-06,-5,0.0644701476599909
"difference_active",20260429,2,0.125519641496122,0.0223399082039889,2040,1.16429003185203e-06,0.15,-0.0244803585038779
"inertia",20260429,2,0.0166788753340472,0.00999757176995699,2040,1.16429003185203e-06,0.02,-0.00332112466595279
"otp",20260429,2,0.0286264748394768,0.0014225785648835,2040,1.16429003185203e-06,0.03,-0.0013735251605232
"reciprocity",20260429,2,0.110751766400517,0.00930817605121195,2040,1.16429003185203e-06,0.1,0.0107517664005169
"same_group",20260429,2,0.389109367550162,0.049613744468809,2040,1.16429003185203e-06,0.4,-0.010890632449838
"baseline",20260429,8,-4.86393408944472,0.0538177908518775,2160,1.16429003185203e-06,-5,0.136065910555275
"difference_active",20260429,8,0.125316929089128,0.0218577115808741,2160,1.16429003185203e-06,0.15,-0.0246830709108717
"inertia",20260429,8,0.0184011828017242,0.00980789745359849,2160,1.16429003185203e-06,0.02,-0.00159881719827585
"otp",20260429,8,0.0262997099786524,0.00129417920712107,2160,1.16429003185203e-06,0.03,-0.00370029002134757
"reciprocity",20260429,8,0.109605778368566,0.00933471832923078,2160,1.16429003185203e-06,0.1,0.00960577836856635
"same_group",20260429,8,0.35619695387062,0.0476439468842662,2160,1.16429003185203e-06,0.4,-0.04380304612938
"baseline",20260429,16,-4.76549035022529,0.0517118743617793,2320,1.16429003185203e-06,-5,0.234509649774706
"difference_active",20260429,16,0.113096818708909,0.0210938604688876,2320,1.16429003185203e-06,0.15,-0.036903181291091
"inertia",20260429,16,0.0394990901830526,0.00811191257853697,2320,1.16429003185203e-06,0.02,0.0194990901830526
"otp",20260429,16,0.024156079827542,0.00119747873285542,2320,1.16429003185203e-06,0.03,-0.00584392017245796
"reciprocity",20260429,16,0.0819008130500406,0.00756514317923187,2320,1.16429003185203e-06,0.1,-0.0180991869499594
"same_group",20260429,16,0.321746234971604,0.0457242344598874,2320,1.16429003185203e-06,0.4,-0.0782537650283955
"baseline",20260429,24,-4.7227252168992,0.050306206114848,2480,1.16429003185203e-06,-5,0.277274783100801
"difference_active",20260429,24,0.118012370560773,0.0202770531809229,2480,1.16429003185203e-06,0.15,-0.0319876294392274
"inertia",20260429,24,0.0390450561716696,0.00785436063323803,2480,1.16429003185203e-06,0.02,0.0190450561716696
"otp",20260429,24,0.0232520260411156,0.00109286960693909,2480,1.16429003185203e-06,0.03,-0.00674797395888439
"reciprocity",20260429,24,0.0784377106004533,0.00732878410360912,2480,1.16429003185203e-06,0.1,-0.0215622893995467
"same_group",20260429,24,0.295480775455794,0.0440044731777263,2480,1.16429003185203e-06,0.4,-0.104519224544206
"baseline",20260430,0,-5.07724581307578,0.0596192240371498,2000,2.04949142812438e-07,-5,-0.0772458130757787
"difference_active",20260430,0,0.188770552852599,0.0304981926641075,2000,2.04949142812438e-07,0.15,0.0387705528525986
"inertia",20260430,0,0.0242057403899223,0.00981824047524222,2000,2.04949142812438e-07,0.02,0.00420574038992229
"otp",20260430,0,0.0324932281279278,0.00151368500023185,2000,2.04949142812438e-07,0.03,0.00249322812792777
"reciprocity",20260430,0,0.0877422345069924,0.00957837532595035,2000,2.04949142812438e-07,0.1,-0.0122577654930076
"same_group",20260430,0,0.363241487948133,0.04859223237018,2000,2.04949142812438e-07,0.4,-0.0367585120518669
"baseline",20260430,2,-5.05155018816388,0.0590133354044421,2040,2.04949142812438e-07,-5,-0.0515501881638833
"difference_active",20260430,2,0.178617048451149,0.0301972435359305,2040,2.04949142812438e-07,0.15,0.0286170484511487
"inertia",20260430,2,0.0256151085357748,0.00980190517234962,2040,2.04949142812438e-07,0.02,0.00561510853577483
"otp",20260430,2,0.0319056332910717,0.00148020825350602,2040,2.04949142812438e-07,0.03,0.00190563329107167
"reciprocity",20260430,2,0.0854189121695395,0.00954535611192345,2040,2.04949142812438e-07,0.1,-0.0145810878304605
"same_group",20260430,2,0.355865007059245,0.0481244625763548,2040,2.04949142812438e-07,0.4,-0.0441349929407551
"baseline",20260430,8,-4.98612977828387,0.0571135357605553,2160,2.04949142812438e-07,-5,0.0138702217161333
"difference_active",20260430,8,0.179409231986814,0.0294484504054356,2160,2.04949142812438e-07,0.15,0.0294092319868142
"inertia",20260430,8,0.0299206563160357,0.00898477418332384,2160,2.04949142812438e-07,0.02,0.00992065631603574
"otp",20260430,8,0.029685739227245,0.00135459141926616,2160,2.04949142812438e-07,0.03,-0.000314260772755044
"reciprocity",20260430,8,0.0796060535643174,0.00879460650506884,2160,2.04949142812438e-07,0.1,-0.0203939464356827
"same_group",20260430,8,0.340094267585687,0.046444569498951,2160,2.04949142812438e-07,0.4,-0.0599057324143132
"baseline",20260430,16,-4.89390442020083,0.0546714131483421,2320,2.04949142812438e-07,-5,0.106095579799166
"difference_active",20260430,16,0.154661740281148,0.0283080285863558,2320,2.04949142812438e-07,0.15,0.00466174028114832
"inertia",20260430,16,0.032481039357009,0.00874334930661206,2320,2.04949142812438e-07,0.02,0.012481039357009
"otp",20260430,16,0.0278926074318293,0.00123251484798942,2320,2.04949142812438e-07,0.03,-0.00210739256817067
"reciprocity",20260430,16,0.0667039614956765,0.00860064302893202,2320,2.04949142812438e-07,0.1,-0.0332960385043235
"same_group",20260430,16,0.327466878972602,0.0448783395846563,2320,2.04949142812438e-07,0.4,-0.0725331210273985
"baseline",20260430,24,-4.80618714278275,0.0532557489735812,2480,2.04949142812438e-07,-5,0.193812857217252
"difference_active",20260430,24,0.156365529365892,0.0276374348510057,2480,2.04949142812438e-07,0.15,0.00636552936589208
"inertia",20260430,24,0.0325140533654985,0.00843690589894529,2480,2.04949142812438e-07,0.02,0.0125140533654985
"otp",20260430,24,0.0250237244312881,0.00114453692319604,2480,2.04949142812438e-07,0.03,-0.00497627556871194
"reciprocity",20260430,24,0.0669557523458956,0.00825081354173984,2480,2.04949142812438e-07,0.1,-0.0330442476541044
"same_group",20260430,24,0.286209986976098,0.0430809273849839,2480,2.04949142812438e-07,0.4,-0.113790013023902
"baseline",20260431,0,-5.00936180967126,0.0568848080573813,2000,3.97903932025656e-14,-5,-0.00936180967126443
"difference_active",20260431,0,0.181395559291077,0.0278412458120028,2000,3.97903932025656e-14,0.15,0.0313955592910768
"inertia",20260431,0,0.0284165903529482,0.00449348054389708,2000,3.97903932025656e-14,0.02,0.00841659035294815
"otp",20260431,0,0.0294126801316382,0.0013520973764076,2000,3.97903932025656e-14,0.03,-0.000587319868361812
"reciprocity",20260431,0,0.0909666731787709,0.00440716892952414,2000,3.97903932025656e-14,0.1,-0.00903332682122907
"same_group",20260431,0,0.383725953601753,0.0558320411056759,2000,3.97903932025656e-14,0.4,-0.0162740463982473
"baseline",20260431,2,-4.98194253435733,0.0560951969874047,2040,3.97903932025656e-14,-5,0.0180574656426735
