"seed","mr_level_pct","scale","statistic","effect","estimate","estimate_aligned","se","true_value"
20260423,2,"sqrt_network","catdiff.group","same_group",-0.368693485769198,0.368693485769198,0.0588337946976947,0.4
20260423,8,"sqrt_network","absdiff.active","difference_active",0.0296213021106096,0.0296213021106096,0.0480299307678666,0.15
20260423,8,"raw","absdiff.active","difference_active",0.0482731599307548,0.0482731599307548,0.0488822842533472,0.15
20260423,8,"raw","s.r.sub.rep.1","inertia",0.0421282336492412,0.0421282336492412,0.0111746701169975,0.02
20260423,8,"sqrt_network","s.r.sub.rep.1","inertia",0.28682942604545,0.28682942604545,0.0394463492878241,0.02
20260423,8,"sqrt_network","otp","otp",0.0110769914826163,0.0110769914826163,0.0114927829156643,0.03
20260423,8,"raw","otp","otp",-0.000322070506417872,-0.000322070506417872,0.000297284681357977,0.03
20260423,8,"sqrt_network","reciprocation","reciprocity",0.455609407077669,0.455609407077669,0.0400183414451015,0.1
20260423,8,"raw","reciprocation","reciprocity",0.0875776523717894,0.0875776523717894,0.0117060349064516,0.1
20260423,8,"raw","catdiff.group","same_group",-0.48152654562845,0.48152654562845,0.0583141270509606,0.4
20260423,8,"sqrt_network","catdiff.group","same_group",-0.366279064087245,0.366279064087245,0.0594295102005901,0.4
20260423,16,"sqrt_network","absdiff.active","difference_active",0.048279555238877,0.048279555238877,0.0495675628016241,0.15
20260423,16,"raw","absdiff.active","difference_active",0.0582727234631718,0.0582727234631718,0.0502588772745901,0.15
20260423,16,"raw","s.r.sub.rep.1","inertia",0.0468702687277326,0.0468702687277326,0.0102803899048089,0.02
20260423,16,"sqrt_network","s.r.sub.rep.1","inertia",0.328382082205378,0.328382082205378,0.0393341800681663,0.02
20260423,16,"sqrt_network","otp","otp",0.000453851671029065,0.000453851671029065,0.011123356819963,0.03
20260423,16,"raw","otp","otp",-0.000348650556985661,-0.000348650556985661,0.000267990789665117,0.03
20260423,16,"sqrt_network","reciprocation","reciprocity",0.413222458260427,0.413222458260427,0.039093077624131,0.1
20260423,16,"raw","reciprocation","reciprocity",0.0742764661490996,0.0742764661490996,0.0106701368094951,0.1
20260423,16,"raw","catdiff.group","same_group",-0.47473275161279,0.47473275161279,0.0590513812387784,0.4
20260423,16,"sqrt_network","catdiff.group","same_group",-0.382112913818681,0.382112913818681,0.0600605288193014,0.4
20260423,24,"sqrt_network","absdiff.active","difference_active",0.0342107269368469,0.0342107269368469,0.0502734174585143,0.15
20260423,24,"raw","absdiff.active","difference_active",0.0506375730960125,0.0506375730960125,0.0509673042896193,0.15
20260423,24,"raw","s.r.sub.rep.1","inertia",0.0506743747524845,0.0506743747524845,0.0105936471894626,0.02
20260423,24,"sqrt_network","s.r.sub.rep.1","inertia",0.337493452184674,0.337493452184674,0.0412648878034983,0.02
20260423,24,"sqrt_network","otp","otp",0.0185138983751308,0.0185138983751308,0.0107788606358583,0.03
20260423,24,"raw","otp","otp",-0.000134940793817968,-0.000134940793817968,0.000241894984800059,0.03
20260423,24,"sqrt_network","reciprocation","reciprocity",0.417419922488885,0.417419922488885,0.0414022632894157,0.1
20260423,24,"raw","reciprocation","reciprocity",0.0805292959623176,0.0805292959623176,0.0110772516352314,0.1
20260423,24,"raw","catdiff.group","same_group",-0.486018699126765,0.486018699126765,0.0610862703383969,0.4
20260423,24,"sqrt_network","catdiff.group","same_group",-0.382772085150689,0.382772085150689,0.0624226312136381,0.4
20260424,0,"sqrt_network","absdiff.active","difference_active",0.124331097947337,0.124331097947337,0.0263517232272428,0.15
20260424,0,"raw","absdiff.active","difference_active",0.11743441045149,0.11743441045149,0.026519249289313,0.15
20260424,0,"raw","s.r.sub.rep.1","inertia",0.0352619773566222,0.0352619773566222,0.011359065463588,0.02
20260424,0,"sqrt_network","s.r.sub.rep.1","inertia",0.206790623487409,0.206790623487409,0.038536914325065,0.02
20260424,0,"sqrt_network","otp","otp",0.0453818686479534,0.0453818686479534,0.0109940252395431,0.03
20260424,0,"raw","otp","otp",0.000888992431921797,0.000888992431921797,0.000274848625027184,0.03
20260424,0,"sqrt_network","reciprocation","reciprocity",0.380550353829439,0.380550353829439,0.0390074250306587,0.1
20260424,0,"raw","reciprocation","reciprocity",0.100558804802584,0.100558804802584,0.0112054202684525,0.1
20260424,0,"raw","catdiff.group","same_group",-0.34099051657207,0.34099051657207,0.0491472449968367,0.4
20260424,0,"sqrt_network","catdiff.group","same_group",-0.308084765706824,0.308084765706824,0.0494125503911774,0.4
20260424,2,"sqrt_network","absdiff.active","difference_active",0.126515698874525,0.126515698874525,0.0264915329235547,0.15
20260424,2,"raw","absdiff.active","difference_active",0.119813457543616,0.119813457543616,0.0266333192127246,0.15
20260424,2,"raw","s.r.sub.rep.1","inertia",0.0393742476753668,0.0393742476753668,0.0112024163761781,0.02
20260424,2,"sqrt_network","s.r.sub.rep.1","inertia",0.217385163694593,0.217385163694593,0.0387720071594139,0.02
20260424,2,"sqrt_network","otp","otp",0.0446187133681105,0.0446187133681105,0.0109098887953634,0.03
20260424,2,"raw","otp","otp",0.000857987275619888,0.000857987275619888,0.000266868897875527,0.03
20260424,2,"sqrt_network","reciprocation","reciprocity",0.377893481229652,0.377893481229652,0.039198584955554,0.1
20260424,2,"raw","reciprocation","reciprocity",0.0975674383835106,0.0975674383835106,0.0110565611591778,0.1
20260424,2,"raw","catdiff.group","same_group",-0.344811849297563,0.344811849297563,0.0494158587968664,0.4
20260424,2,"sqrt_network","catdiff.group","same_group",-0.312766619530525,0.312766619530525,0.04966341362767,0.4
20260424,8,"sqrt_network","absdiff.active","difference_active",0.117903183379628,0.117903183379628,0.0271075767348558,0.15
20260424,8,"raw","absdiff.active","difference_active",0.112685766582267,0.112685766582267,0.0272820624141139,0.15
20260424,8,"raw","s.r.sub.rep.1","inertia",0.038070335970081,0.038070335970081,0.0112582728821615,0.02
20260424,8,"sqrt_network","s.r.sub.rep.1","inertia",0.219776674838023,0.219776674838023,0.0396758806700776,0.02
20260424,8,"sqrt_network","otp","otp",0.0443212627089557,0.0443212627089557,0.0103191647076828,0.03
20260424,8,"raw","otp","otp",0.000742535510465503,0.000742535510465503,0.000237269070674728,0.03
20260424,8,"sqrt_network","reciprocation","reciprocity",0.379431231989655,0.379431231989655,0.040096632801975,0.1
20260424,8,"raw","reciprocation","reciprocity",0.0991872069948989,0.0991872069948989,0.0111905010810109,0.1
20260424,8,"raw","catdiff.group","same_group",-0.364310389813747,0.364310389813747,0.0504110725396673,0.4
20260424,8,"sqrt_network","catdiff.group","same_group",-0.32731861432933,0.32731861432933,0.0506843810797916,0.4
20260424,16,"sqrt_network","absdiff.active","difference_active",0.130193031552029,0.130193031552029,0.0274891991252044,0.15
20260424,16,"raw","absdiff.active","difference_active",0.124249768534068,0.124249768534068,0.0275781539272032,0.15
20260424,16,"raw","s.r.sub.rep.1","inertia",0.0389944225713668,0.0389944225713668,0.0110360131236353,0.02
20260424,16,"sqrt_network","s.r.sub.rep.1","inertia",0.22028514325175,0.22028514325175,0.0409703669830899,0.02
20260424,16,"sqrt_network","otp","otp",0.0315270219682161,0.0315270219682161,0.00971371525119643,0.03
20260424,16,"raw","otp","otp",0.000506316533821707,0.000506316533821707,0.000207733689703096,0.03
20260424,16,"sqrt_network","reciprocation","reciprocity",0.365408088032949,0.365408088032949,0.041152268152803,0.1
20260424,16,"raw","reciprocation","reciprocity",0.0900592931633372,0.0900592931633372,0.0109108977863448,0.1
20260424,16,"raw","catdiff.group","same_group",-0.340924637779331,0.340924637779331,0.0513756778154931,0.4
20260424,16,"sqrt_network","catdiff.group","same_group",-0.313549177707819,0.313549177707819,0.051570777198911,0.4
20260424,24,"sqrt_network","absdiff.active","difference_active",0.125216504622094,0.125216504622094,0.0281725376648016,0.15
20260424,24,"raw","absdiff.active","difference_active",0.118953674006532,0.118953674006532,0.0282274410278862,0.15
20260424,24,"raw","s.r.sub.rep.1","inertia",0.0346335001945188,0.0346335001945188,0.0118713068389466,0.02
20260424,24,"sqrt_network","s.r.sub.rep.1","inertia",0.206894275712945,0.206894275712945,0.0429868446181792,0.02
20260424,24,"sqrt_network","otp","otp",0.0370517811306955,0.0370517811306955,0.00992223514590632,0.03
20260424,24,"raw","otp","otp",0.000562044430588856,0.000562044430588856,0.000198799136648072,0.03
20260424,24,"sqrt_network","reciprocation","reciprocity",0.393890071335573,0.393890071335573,0.0433558257668326,0.1
20260424,24,"raw","reciprocation","reciprocity",0.0992093887881063,0.0992093887881063,0.0118754796580097,0.1
20260424,24,"raw","catdiff.group","same_group",-0.334910991242854,0.334910991242854,0.0521992451625433,0.4
20260424,24,"sqrt_network","catdiff.group","same_group",-0.322740514582242,0.322740514582242,0.0521429775938936,0.4
20260425,0,"sqrt_network","absdiff.active","difference_active",0.153025068224143,0.153025068224143,0.0304143733931881,0.15
20260425,0,"raw","absdiff.active","difference_active",0.134043510190459,0.134043510190459,0.0307164829122299,0.15
20260425,0,"raw","s.r.sub.rep.1","inertia",0.0257748838429745,0.0257748838429745,0.0126916949001456,0.02
20260425,0,"sqrt_network","s.r.sub.rep.1","inertia",0.255624134448448,0.255624134448448,0.0395846735686196,0.02
20260425,0,"sqrt_network","otp","otp",0.0295244367518192,0.0295244367518192,0.010769560828347,0.03
20260425,0,"raw","otp","otp",0.00108527626787389,0.00108527626787389,0.000292208581172175,0.03
20260425,0,"sqrt_network","reciprocation","reciprocity",0.514339215465941,0.514339215465941,0.0402589487806856,0.1
20260425,0,"raw","reciprocation","reciprocity",0.108522477427749,0.108522477427749,0.0128772326780325,0.1
20260425,0,"raw","catdiff.group","same_group",-0.449062542459931,0.449062542459931,0.0542282769612067,0.4
20260425,0,"sqrt_network","catdiff.group","same_group",-0.350408726718245,0.350408726718245,0.0550995529062185,0.4
20260425,2,"sqrt_network","absdiff.active","difference_active",0.153054161355529,0.153054161355529,0.0305427704952627,0.15
20260425,2,"raw","absdiff.active","difference_active",0.133525460741613,0.133525460741613,0.0308786995363239,0.15
20260425,2,"raw","s.r.sub.rep.1","inertia",0.0281218519664126,0.0281218519664126,0.012642689436623,0.02
20260425,2,"sqrt_network","s.r.sub.rep.1","inertia",0.257477931791845,0.257477931791845,0.039732412901157,0.02
20260425,2,"sqrt_network","otp","otp",0.029131376058108,0.029131376058108,0.0107148116528022,0.03
20260425,2,"raw","otp","otp",0.000946612454680451,0.000946612454680451,0.000279989169352396,0.03
20260425,2,"sqrt_network","reciprocation","reciprocity",0.516191278475879,0.516191278475879,0.0403569049895769,0.1
20260425,2,"raw","reciprocation","reciprocity",0.107080361289765,0.107080361289765,0.0127999026145685,0.1
20260425,2,"raw","catdiff.group","same_group",-0.447644756634459,0.447644756634459,0.0544251441280484,0.4
20260425,2,"sqrt_network","catdiff.group","same_group",-0.34838169523482,0.34838169523482,0.0552878669882403,0.4
20260425,8,"sqrt_network","absdiff.active","difference_active",0.155942883240567,0.155942883240567,0.031023573775156,0.15
20260425,8,"raw","absdiff.active","difference_active",0.14084085529952,0.14084085529952,0.0313108095571935,0.15
20260425,8,"raw","s.r.sub.rep.1","inertia",0.0330999207094183,0.0330999207094183,0.0119783048232268,0.02
20260425,8,"sqrt_network","s.r.sub.rep.1","inertia",0.271749307280542,0.271749307280542,0.0403698550630799,0.02
20260425,8,"sqrt_network","otp","otp",0.0215003912134298,0.0215003912134298,0.0101063788632014,0.03
20260425,8,"raw","otp","otp",0.000583572145296502,0.000583572145296502,0.000237109853898201,0.03
20260425,8,"sqrt_network","reciprocation","reciprocity",0.49726490917394,0.49726490917394,0.0408564332802814,0.1
20260425,8,"raw","reciprocation","reciprocity",0.0962203717758758,0.0962203717758758,0.0122398173250371,0.1
20260425,8,"raw","catdiff.group","same_group",-0.46284911319135,0.46284911319135,0.0551117732496098,0.4
20260425,8,"sqrt_network","catdiff.group","same_group",-0.372492224441808,0.372492224441808,0.0559691536783663,0.4
20260425,16,"sqrt_network","absdiff.active","difference_active",0.166020986976339,0.166020986976339,0.0317791467222981,0.15
20260425,16,"raw","absdiff.active","difference_active",0.155294013240172,0.155294013240172,0.0320649092076658,0.15
20260425,16,"raw","s.r.sub.rep.1","inertia",0.0244073029667324,0.0244073029667324,0.0124199813674646,0.02
20260425,16,"sqrt_network","s.r.sub.rep.1","inertia",0.274347160500865,0.274347160500865,0.0423569585359611,0.02
20260425,16,"sqrt_network","otp","otp",0.0184846368299729,0.0184846368299729,0.0104785410917541,0.03
20260425,16,"raw","otp","otp",0.000223504159320756,0.000223504159320756,0.000227899024785163,0.03
20260425,16,"sqrt_network","reciprocation","reciprocity",0.521423308615506,0.521423308615506,0.0421595342675731,0.1
20260425,16,"raw","reciprocation","reciprocity",0.112515688247467,0.112515688247467,0.0125186216417388,0.1
20260425,16,"raw","catdiff.group","same_group",-0.467448159185454,0.467448159185454,0.0560465884163331,0.4
20260425,16,"sqrt_network","catdiff.group","same_group",-0.390166479866583,0.390166479866583,0.0566565350400512,0.4
20260425,24,"sqrt_network","absdiff.active","difference_active",0.160723097038567,0.160723097038567,0.0323261457000995,0.15
20260425,24,"raw","absdiff.active","difference_active",0.146018983135722,0.146018983135722,0.0326949861991899,0.15
20260425,24,"raw","s.r.sub.rep.1","inertia",0.0273303511842445,0.0273303511842445,0.0122501877644468,0.02
20260425,24,"sqrt_network","s.r.sub.rep.1","inertia",0.271438620970933,0.271438620970933,0.0438568717853235,0.02
20260425,24,"sqrt_network","otp","otp",0.0158505133626595,0.0158505133626595,0.010252180636659,0.03
20260425,24,"raw","otp","otp",0.000128870688362952,0.000128870688362952,0.000200152235430611,0.03
20260425,24,"sqrt_network","reciprocation","reciprocity",0.54191851106361,0.54191851106361,0.043305259162893,0.1
20260425,24,"raw","reciprocation","reciprocity",0.105974966826352,0.105974966826352,0.0122478046460061,0.1
20260425,24,"raw","catdiff.group","same_group",-0.45852188486874,0.45852188486874,0.0570600531909239,0.4
20260425,24,"sqrt_network","catdiff.group","same_group",-0.366741963987779,0.366741963987779,0.0577536439592159,0.4
20260426,0,"sqrt_network","absdiff.active","difference_active",0.163487067009272,0.163487067009272,0.0344201364673479,0.15
20260426,0,"raw","absdiff.active","difference_active",0.149720796669456,0.149720796669456,0.0346324801696915,0.15
20260426,0,"raw","s.r.sub.rep.1","inertia",0.0305457955021184,0.0305457955021184,0.0116483853900081,0.02
20260426,0,"sqrt_network","s.r.sub.rep.1","inertia",0.290811828252192,0.290811828252192,0.0379780353437066,0.02
20260426,0,"sqrt_network","otp","otp",0.013231845713673,0.013231845713673,0.0102494678423432,0.03
20260426,0,"raw","otp","otp",0.00104522711220099,0.00104522711220099,0.000267000684585308,0.03
20260426,0,"sqrt_network","reciprocation","reciprocity",0.493150223151295,0.493150223151295,0.0389159278873314,0.1
20260426,0,"raw","reciprocation","reciprocity",0.114722865318244,0.114722865318244,0.0119946711990594,0.1
20260426,0,"raw","catdiff.group","same_group",-0.437251130029415,0.437251130029415,0.0535834203011942,0.4
20260426,0,"sqrt_network","catdiff.group","same_group",-0.351833824228055,0.351833824228055,0.0553210260471522,0.4
20260426,2,"sqrt_network","absdiff.active","difference_active",0.166942267660947,0.166942267660947,0.0345474184141425,0.15
20260426,2,"raw","absdiff.active","difference_active",0.151443888039089,0.151443888039089,0.0347638817142748,0.15
20260426,2,"raw","s.r.sub.rep.1","inertia",0.0329010540113679,0.0329010540113679,0.0115567482800336,0.02
20260426,2,"sqrt_network","s.r.sub.rep.1","inertia",0.294126978901508,0.294126978901508,0.0380816940563335,0.02
20260426,2,"sqrt_network","otp","otp",0.0102349932280518,0.0102349932280518,0.0104231134365864,0.03
20260426,2,"raw","otp","otp",0.000931108221218156,0.000931108221218156,0.000269303746829378,0.03
20260426,2,"sqrt_network","reciprocation","reciprocity",0.49184605192421,0.49184605192421,0.0390166172632407,0.1
20260426,2,"raw","reciprocation","reciprocity",0.113059261433812,0.113059261433812,0.0118849943839083,0.1
20260426,2,"raw","catdiff.group","same_group",-0.436170512993357,0.436170512993357,0.0537346154127757,0.4
20260426,2,"sqrt_network","catdiff.group","same_group",-0.355697752793808,0.355697752793808,0.0554012655951518,0.4
20260426,8,"sqrt_network","absdiff.active","difference_active",0.158479579327265,0.158479579327265,0.0351202482110809,0.15
20260426,8,"raw","absdiff.active","difference_active",0.139189089697627,0.139189089697627,0.0353961542595773,0.15
20260426,8,"raw","s.r.sub.rep.1","inertia",0.0276858450531769,0.0276858450531769,0.0116871155569293,0.02
20260426,8,"sqrt_network","s.r.sub.rep.1","inertia",0.272437223745018,0.272437223745018,0.039579033013782,0.02
20260426,8,"sqrt_network","otp","otp",0.0118221574946834,0.0118221574946834,0.0102232338226677,0.03
20260426,8,"raw","otp","otp",0.000688211750146345,0.000688211750146345,0.000245287802516805,0.03
20260426,8,"sqrt_network","reciprocation","reciprocity",0.521250448851318,0.521250448851318,0.0400572286659695,0.1
20260426,8,"raw","reciprocation","reciprocity",0.116578159273881,0.116578159273881,0.0118091305005928,0.1
20260426,8,"raw","catdiff.group","same_group",-0.440981245533072,0.440981245533072,0.0542804630607007,0.4
20260426,8,"sqrt_network","catdiff.group","same_group",-0.371525554763118,0.371525554763118,0.0556576440789763,0.4
20260426,16,"sqrt_network","absdiff.active","difference_active",0.165868158882664,0.165868158882664,0.035904720727523,0.15
20260426,16,"raw","absdiff.active","difference_active",0.142569475389625,0.142569475389625,0.0361335626840079,0.15
20260426,16,"raw","s.r.sub.rep.1","inertia",0.0315488349306722,0.0315488349306722,0.0113893928614767,0.02
20260426,16,"sqrt_network","s.r.sub.rep.1","inertia",0.305954713431834,0.305954713431834,0.0403295840340021,0.02
20260426,16,"sqrt_network","otp","otp",0.00239647052608843,0.00239647052608843,0.00992635334270988,0.03
20260426,16,"raw","otp","otp",0.000447102831124485,0.000447102831124485,0.000226058209412324,0.03
20260426,16,"sqrt_network","reciprocation","reciprocity",0.523347793726666,0.523347793726666,0.0411869321006735,0.1
20260426,16,"raw","reciprocation","reciprocity",0.112444360939495,0.112444360939495,0.0117370264549871,0.1
20260426,16,"raw","catdiff.group","same_group",-0.409722382329273,0.409722382329273,0.0553017817756736,0.4
20260426,16,"sqrt_network","catdiff.group","same_group",-0.326192933955423,0.326192933955423,0.0567175041673276,0.4
20260426,24,"sqrt_network","absdiff.active","difference_active",0.173141256044022,0.173141256044022,0.0367945096945853,0.15
20260426,24,"raw","absdiff.active","difference_active",0.147884601233863,0.147884601233863,0.0371173780818637,0.15
20260426,24,"raw","s.r.sub.rep.1","inertia",0.0411765325838667,0.0411765325838667,0.0111881883708964,0.02
20260426,24,"sqrt_network","s.r.sub.rep.1","inertia",0.347337789403509,0.347337789403509,0.0409727526109186,0.02
20260426,24,"sqrt_network","otp","otp",0.00133400744780717,0.00133400744780717,0.0098710405062403,0.03
20260426,24,"raw","otp","otp",0.000271754559988302,0.000271754559988302,0.000209797002181654,0.03
20260426,24,"sqrt_network","reciprocation","reciprocity",0.463508247732447,0.463508247732447,0.0408733807701109,0.1
20260426,24,"raw","reciprocation","reciprocity",0.0968965713891713,0.0968965713891713,0.0112567506728777,0.1
20260426,24,"raw","catdiff.group","same_group",-0.451755550199033,0.451755550199033,0.0560365039832913,0.4
20260426,24,"sqrt_network","catdiff.group","same_group",-0.385441039263669,0.385441039263669,0.0571283159574805,0.4
20260427,0,"sqrt_network","absdiff.active","difference_active",0.213347351894822,0.213347351894822,0.0332385863398802,0.15
20260427,0,"raw","absdiff.active","difference_active",0.192263587343404,0.192263587343404,0.0343811207986656,0.15
20260427,0,"raw","s.r.sub.rep.1","inertia",0.0313649844975303,0.0313649844975303,0.0133147313741738,0.02
20260427,0,"sqrt_network","s.r.sub.rep.1","inertia",0.270988982042121,0.270988982042121,0.0399818202891501,0.02
20260427,0,"sqrt_network","otp","otp",-0.0135872842478143,-0.0135872842478143,0.0176675902023951,0.03
20260427,0,"raw","otp","otp",0.000552114370351245,0.000552114370351245,0.000588288992343281,0.03
20260427,0,"sqrt_network","reciprocation","reciprocity",0.423879128235098,0.423879128235098,0.0398480449232364,0.1
20260427,0,"raw","reciprocation","reciprocity",0.0835441153599477,0.0835441153599477,0.0131440577845461,0.1
20260427,0,"raw","catdiff.group","same_group",-0.334144183457178,0.334144183457178,0.0532032890633306,0.4
20260427,0,"sqrt_network","catdiff.group","same_group",-0.259209711731103,0.259209711731103,0.054337325507876,0.4
20260427,2,"sqrt_network","absdiff.active","difference_active",0.214662153279576,0.214662153279576,0.0333913304620897,0.15
20260427,2,"raw","absdiff.active","difference_active",0.193833351873375,0.193833351873375,0.0345201221569763,0.15
20260427,2,"raw","s.r.sub.rep.1","inertia",0.0302720949848193,0.0302720949848193,0.0133295552614978,0.02
20260427,2,"sqrt_network","s.r.sub.rep.1","inertia",0.271009633414905,0.271009633414905,0.0402421297539769,0.02
20260427,2,"sqrt_network","otp","otp",-0.0165596004116367,-0.0165596004116367,0.0172063453645799,0.03
20260427,2,"raw","otp","otp",0.000537022169783765,0.000537022169783765,0.000557537681812398,0.03
20260427,2,"sqrt_network","reciprocation","reciprocity",0.426321587077575,0.426321587077575,0.0399774281733764,0.1
20260427,2,"raw","reciprocation","reciprocity",0.0840289314348597,0.0840289314348597,0.0131366797884663,0.1
20260427,2,"raw","catdiff.group","same_group",-0.330269458297966,0.330269458297966,0.053355989523947,0.4
20260427,2,"sqrt_network","catdiff.group","same_group",-0.259289123964823,0.259289123964823,0.0543687568927346,0.4
20260427,8,"sqrt_network","absdiff.active","difference_active",0.212772047626075,0.212772047626075,0.0338154084874691,0.15
20260427,8,"raw","absdiff.active","difference_active",0.193694143259313,0.193694143259313,0.0348436557702545,0.15
20260427,8,"raw","s.r.sub.rep.1","inertia",0.0353156101755926,0.0353156101755926,0.0129479752531333,0.02
20260427,8,"sqrt_network","s.r.sub.rep.1","inertia",0.289662889832561,0.289662889832561,0.0406959166369558,0.02
20260427,8,"sqrt_network","otp","otp",-0.00677136126481983,-0.00677136126481983,0.0163608922396401,0.03
20260427,8,"raw","otp","otp",0.000409214803507922,0.000409214803507922,0.000481952166104796,0.03
20260427,8,"sqrt_network","reciprocation","reciprocity",0.417753000036452,0.417753000036452,0.0399920773861527,0.1
20260427,8,"raw","reciprocation","reciprocity",0.0785647564287892,0.0785647564287892,0.0126973868579505,0.1
20260427,8,"raw","catdiff.group","same_group",-0.330114342403344,0.330114342403344,0.0539721491054448,0.4
20260427,8,"sqrt_network","catdiff.group","same_group",-0.256885534271876,0.256885534271876,0.0548895115814061,0.4
20260427,16,"sqrt_network","absdiff.active","difference_active",0.206231672181385,0.206231672181385,0.0349144565234354,0.15
20260427,16,"raw","absdiff.active","difference_active",0.191335003545884,0.191335003545884,0.0358169074036077,0.15
20260427,16,"raw","s.r.sub.rep.1","inertia",0.0373504220649777,0.0373504220649777,0.0127059923045567,0.02
20260427,16,"sqrt_network","s.r.sub.rep.1","inertia",0.300081469485208,0.300081469485208,0.0427231208785123,0.02
20260427,16,"sqrt_network","otp","otp",-0.00118505640520619,-0.00118505640520619,0.0169721510828554,0.03
20260427,16,"raw","otp","otp",0.000405324586075521,0.000405324586075521,0.000447843890422899,0.03
20260427,16,"sqrt_network","reciprocation","reciprocity",0.445485853463385,0.445485853463385,0.0417007900064815,0.1
20260427,16,"raw","reciprocation","reciprocity",0.080586643798607,0.080586643798607,0.0124730670063682,0.1
20260427,16,"raw","catdiff.group","same_group",-0.336331063066273,0.336331063066273,0.0550724169672765,0.4
20260427,16,"sqrt_network","catdiff.group","same_group",-0.275884573162589,0.275884573162589,0.0558714546297478,0.4
20260427,24,"sqrt_network","absdiff.active","difference_active",0.213403204670659,0.213403204670659,0.0353608612708385,0.15
20260427,24,"raw","absdiff.active","difference_active",0.191117049432856,0.191117049432856,0.0364046116920034,0.15
20260427,24,"raw","s.r.sub.rep.1","inertia",0.0414193568812228,0.0414193568812228,0.0125231064517349,0.02
20260427,24,"sqrt_network","s.r.sub.rep.1","inertia",0.318046074287314,0.318046074287314,0.0431257599223218,0.02
20260427,24,"sqrt_network","otp","otp",0.00518327279550232,0.00518327279550232,0.017216845987967,0.03
20260427,24,"raw","otp","otp",0.000568781970625344,0.000568781970625344,0.000419926334480716,0.03
20260427,24,"sqrt_network","reciprocation","reciprocity",0.453731975154904,0.453731975154904,0.0418852167371806,0.1
20260427,24,"raw","reciprocation","reciprocity",0.0791389802626781,0.0791389802626781,0.0122508544857277,0.1
20260427,24,"raw","catdiff.group","same_group",-0.364829350954075,0.364829350954075,0.0563676898494871,0.4
20260427,24,"sqrt_network","catdiff.group","same_group",-0.309326518241795,0.309326518241795,0.0568805822185404,0.4
20260428,0,"sqrt_network","absdiff.active","difference_active",0.144266965901816,0.144266965901816,0.035988645413868,0.15
20260428,0,"raw","absdiff.active","difference_active",0.1605723258382,0.1605723258382,0.0362896336269112,0.15
20260428,0,"raw","s.r.sub.rep.1","inertia",0.0324162429884292,0.0324162429884292,0.0129119614746831,0.02
20260428,0,"sqrt_network","s.r.sub.rep.1","inertia",0.33007166058282,0.33007166058282,0.0391647178915471,0.02
20260428,0,"sqrt_network","otp","otp",0.0606562649534966,0.0606562649534966,0.013306355183871,0.03
20260428,0,"raw","otp","otp",0.00239562303699758,0.00239562303699758,0.000379260145599794,0.03
20260428,0,"sqrt_network","reciprocation","reciprocity",0.489318165632933,0.489318165632933,0.040933247985802,0.1
20260428,0,"raw","reciprocation","reciprocity",0.111536677141025,0.111536677141025,0.0135885894606578,0.1
20260428,0,"raw","catdiff.group","same_group",-0.408247049853938,0.408247049853938,0.0527111604444913,0.4
20260428,0,"sqrt_network","catdiff.group","same_group",-0.284929764785601,0.284929764785601,0.0540238407660081,0.4
