"event_id","sender","time","mr_size","n_receivers_observed"
432,16,99.1094184654628,1,1
433,14,99.370188959347,1,1
434,6,99.3778396610248,1,1
435,2,99.7101437108426,1,1
436,12,100.608184829943,1,1
437,7,100.621082291713,1,1
438,19,100.749667623406,1,1
439,3,100.858104050058,1,1
440,10,101.273490136448,1,1
441,18,101.284236517253,1,1
442,11,101.394364569767,1,1
443,9,101.424434054341,1,1
444,20,101.592013828564,1,1
445,10,101.66576408214,1,1
446,9,101.677461729329,1,1
447,20,101.793664659609,1,1
448,20,101.834679917637,1,1
449,13,101.846421253646,1,1
450,5,102.211598107015,1,1
451,16,102.227386132964,1,1
452,4,102.233232833234,1,1
453,13,102.249437791458,1,1
454,1,102.674002703518,1,1
455,4,102.852875586347,1,1
456,6,103.049031488251,1,1
457,1,103.118285644016,1,1
458,13,103.297112156301,1,1
459,13,103.35807825829,1,1
460,8,103.877312776963,1,1
461,12,104.058507443946,1,1
462,19,104.08088770812,1,1
463,9,104.155719244067,1,1
464,6,104.309758612235,1,1
465,20,104.355579120492,1,1
466,16,104.476804573272,1,1
467,20,104.610429074828,1,1
468,17,104.636935334367,1,1
469,4,104.692851698035,1,1
470,15,104.71617432846,1,1
471,7,104.731531124733,1,1
472,15,104.824050635078,1,1
473,15,105.01683401565,1,1
474,15,105.038744714199,1,1
475,4,105.090577468904,1,1
476,13,105.652734780418,1,1
477,5,106.095830709315,1,1
478,6,106.244061333286,1,1
479,8,106.302755293229,1,1
480,10,106.545366467581,1,1
481,8,106.750970184929,1,1
482,19,106.978868062229,1,1
483,18,107.36871837387,1,1
484,7,107.524829493494,1,1
485,16,107.589174262324,1,1
486,17,107.624208727717,1,1
487,11,107.831566190841,1,1
488,12,107.884205002216,1,1
489,11,107.983646359319,1,1
490,17,108.086124776613,1,1
491,17,108.262265779691,1,1
492,16,108.32430906941,1,1
493,10,108.330216686327,1,1
494,16,108.603642353561,1,1
495,16,108.609222385449,1,1
496,15,108.662927165377,1,1
497,16,108.732854015112,1,1
498,17,108.795847664858,1,1
499,14,108.811834610753,1,1
500,4,109.33474539345,1,1
501,17,109.348016352448,1,1
502,12,109.495720996382,1,1
503,3,109.529791324015,1,1
504,4,109.551858302334,1,1
505,5,109.568346682404,1,1
506,5,109.872992301051,1,1
507,1,109.988297170349,1,1
508,20,110.130527650547,1,1
509,2,110.187942875949,1,1
510,11,110.268967901701,1,1
511,7,110.351516184025,1,1
512,1,110.555268077117,1,1
513,7,110.698766387153,1,1
514,20,110.738827513961,1,1
515,20,110.817767015156,1,1
516,11,110.833762914471,1,1
517,18,110.845169553722,1,1
518,3,111.100600365861,1,1
519,3,111.62561542509,1,1
520,14,111.878175767412,1,1
521,4,112.20889341519,1,1
522,2,112.292001828531,1,1
523,11,112.450079545322,1,1
524,20,112.530759758214,1,1
525,10,112.690092164365,1,1
526,3,112.752722912732,1,1
527,13,112.890777501253,1,1
528,16,112.90542259172,1,1
529,13,112.983777089867,1,1
530,5,113.159599131326,1,1
531,12,113.168583792969,1,1
532,15,113.187272114022,1,1
533,5,113.254411066913,1,1
534,18,113.382356646643,1,1
535,11,113.496844203051,1,1
536,13,113.618623494612,1,1
537,4,113.72561819774,1,1
538,5,113.746026036243,1,1
539,9,113.845493798244,1,1
540,7,113.911347533329,1,1
541,18,114.053891112657,1,1
542,5,114.257485629484,1,1
543,11,114.298275326146,1,1
544,9,114.371832862584,1,1
545,17,114.539775242517,1,1
546,3,114.575366955788,1,1
547,16,114.620209928995,1,1
548,16,114.708899337158,1,1
549,15,114.805717089957,1,1
550,14,114.847616088722,1,1
551,2,114.950159607655,1,1
552,6,115.017751730297,1,1
553,6,115.061572341728,1,1
554,2,115.141932537467,1,1
555,7,115.3351841785,1,1
556,11,115.395220708985,1,1
557,16,115.490095510078,1,1
558,19,115.510199499503,1,1
559,18,116.240403112868,1,1
560,20,116.379293817568,1,1
561,3,116.567208117115,1,1
562,20,116.773119040187,1,1
563,16,116.804709129372,1,1
564,15,117.93777152538,1,1
565,6,118.12527286674,1,1
566,13,118.380824794486,1,1
567,7,118.583130744758,1,1
568,3,118.680323669172,1,1
569,15,118.687281678178,1,1
570,4,119.082489054144,1,1
571,18,119.488373841907,1,1
572,14,120.17940865678,1,1
573,4,120.223940498879,1,1
574,4,120.258330499784,1,1
575,1,120.275603031629,1,1
576,2,120.418257051813,1,1
577,2,120.441142447443,1,1
578,5,120.621584504236,1,1
579,15,120.644961177998,1,1
580,2,120.89443233975,1,1
581,2,121.203663094887,1,1
582,6,121.223903253306,1,1
583,3,121.292858610344,1,1
584,6,121.296942334883,1,1
585,12,121.412841143131,1,1
586,10,121.692342489241,1,1
587,7,122.080731148592,1,1
588,1,122.103262559105,1,1
589,16,122.159753842626,1,1
590,5,122.332478491482,1,1
591,8,122.378660180872,1,1
592,11,122.486716577947,1,1
593,8,122.610119267203,1,1
594,10,123.046486812256,1,1
595,2,123.103872114293,1,1
596,5,123.419228599629,1,1
597,12,123.585069420275,1,1
598,2,123.717498797302,1,1
599,8,123.851188920406,1,1
600,3,123.883688396556,1,1
601,10,123.902129031432,1,1
602,16,123.993432017534,1,1
603,8,124.3005130332,1,1
604,6,124.470437906709,1,1
605,6,124.733318050179,1,1
606,11,124.735860899779,1,1
607,14,124.846281968499,1,1
608,16,124.883726028945,1,1
609,12,124.913128015109,1,1
610,12,124.946023441391,1,1
611,7,124.960602192253,1,1
612,16,125.174148670712,1,1
613,17,125.209305814099,1,1
614,14,125.274996212551,1,1
615,6,125.726368418943,1,1
616,17,125.801432674662,1,1
617,19,125.826990081336,1,1
618,16,126.004940345568,1,1
619,5,126.020343434689,1,1
620,18,126.185169884532,1,1
621,16,126.214769060182,1,1
622,9,126.528155616544,1,1
623,9,126.530349188629,1,1
624,14,126.530465105157,1,1
625,7,126.594355507995,1,1
626,10,126.638628619044,1,1
627,13,126.657888946923,1,1
628,9,126.75859547102,1,1
629,14,126.816287890442,1,1
630,13,126.818667436029,1,1
631,1,126.827266570874,1,1
632,20,126.830014901532,1,1
633,17,126.854648384925,1,1
634,11,126.958039930728,1,1
635,13,126.968517970607,1,1
636,9,127.082685347296,1,1
637,8,127.242859291823,1,1
638,7,127.24848452419,1,1
639,18,127.358348734734,1,1
640,12,127.37182997996,1,1
641,8,127.401885640223,1,1
642,2,127.485553946461,1,1
643,19,127.511576849758,1,1
644,3,127.592407530639,1,1
645,1,127.672455403577,1,1
646,12,127.721275759648,1,1
647,1,127.839906871177,1,1
648,7,127.895821010097,1,1
649,11,127.952064624881,1,1
650,10,128.085913572783,1,1
651,11,128.247318566717,1,1
652,11,128.267333680292,1,1
653,9,128.414961710421,1,1
654,10,128.467382391257,1,1
655,16,128.748790896309,1,1
656,12,128.986525506575,1,1
657,7,129.114193337759,1,1
658,12,129.180759715336,1,1
659,12,129.495585853664,1,1
660,1,129.552082922427,1,1
661,18,129.625598525454,1,1
662,14,129.74866490405,1,1
663,20,129.775833988865,1,1
664,13,130.071153613651,1,1
665,17,130.305599641586,1,1
666,6,130.49570523791,1,1
667,8,130.574419152204,1,1
668,16,130.64480572013,1,1
669,5,130.665132694227,1,1
670,4,130.710748577202,1,1
671,16,131.069239022104,1,1
672,11,131.106135805933,1,1
673,6,131.206050359437,1,1
674,13,131.308329387535,1,1
675,16,131.39748399138,1,1
676,2,131.432791693316,1,1
677,7,131.503619550786,1,1
678,3,131.505010607446,1,1
679,20,131.543325636193,1,1
680,4,131.599181359555,1,1
681,13,131.860199560607,1,1
682,12,132.035885360665,1,1
683,13,132.199716189377,1,1
684,16,132.293412942399,1,1
685,11,132.56482849609,1,1
686,3,132.822475803239,1,1
687,15,133.082833265471,1,1
688,6,133.244427815256,1,1
689,2,133.347913253719,1,1
690,11,133.53364890367,1,1
691,15,133.934087214861,1,1
692,4,134.337618469644,1,1
693,6,134.404952229169,1,1
694,2,134.416493404796,1,1
695,16,134.589346433042,1,1
696,19,134.776459415955,1,1
697,6,134.832061919211,1,1
698,18,134.995518448463,1,1
699,16,135.203137596997,1,1
700,3,135.423373908679,1,1
701,7,135.443913852214,1,1
702,11,135.637704488563,1,1
703,5,135.678084768173,1,1
704,10,135.695008898366,1,1
705,9,135.755963928289,1,1
706,4,135.82552563263,1,1
707,18,136.289670604902,1,1
708,16,136.318786407533,1,1
709,3,136.42578679967,1,1
710,18,136.524326987245,1,1
711,6,136.762539522436,1,1
712,3,136.812085012771,1,1
713,19,136.812282981855,1,1
714,14,136.957221517935,1,1
715,11,137.083200231758,1,1
716,14,137.084370196583,1,1
717,5,137.206637265732,1,1
718,18,137.349250255668,1,1
719,17,137.373756095384,1,1
720,16,137.376888983222,1,1
721,13,137.436060162194,1,1
722,11,137.475615532562,1,1
723,9,137.650979056132,1,1
724,15,137.699435984484,1,1
725,11,137.907658628776,1,1
726,9,138.034822958527,1,1
727,10,138.037588272926,1,1
728,15,138.043823497187,1,1
729,20,138.226059146014,1,1
730,11,138.492373328976,1,1
731,17,138.530471829478,1,1
732,12,138.610668277682,1,1
733,4,138.830928600354,1,1
734,4,139.037583864796,1,1
735,10,139.163401277518,1,1
736,7,139.274676357122,1,1
737,2,139.372925361153,1,1
738,18,139.624670216456,1,1
739,9,139.661262583711,1,1
740,16,139.816783877202,1,1
741,9,139.916141901199,1,1
742,18,140.129765323558,1,1
743,19,140.141150267903,1,1
744,17,140.452184423166,1,1
745,1,140.492899481047,1,1
746,17,140.497043332965,1,1
747,11,140.678874763305,1,1
748,12,140.690879364033,1,1
749,15,140.806380966627,1,1
750,16,140.83391912458,1,1
751,14,141.034531140148,1,1
752,15,141.071037197693,1,1
753,7,141.08422023272,1,1
754,11,141.161325259764,1,1
755,10,141.188340702116,1,1
756,17,141.271911717826,1,1
757,18,141.615435339732,1,1
758,2,141.788046543589,1,1
759,13,141.892392756173,1,1
760,15,141.894227575184,1,1
761,12,142.061355160686,1,1
762,18,142.070887361157,1,1
763,14,142.135953050713,1,1
764,7,142.238477360524,1,1
765,18,142.262682609282,1,1
766,8,142.273149952317,1,1
767,17,142.307998966152,1,1
768,13,142.350150130821,1,1
769,4,142.399241898043,1,1
770,13,142.437854629919,1,1
771,16,142.448804156459,1,1
772,18,142.462840118997,1,1
773,2,142.537071389416,1,1
774,9,142.736908127195,1,1
775,7,142.869612734352,1,1
776,20,142.908928791559,1,1
777,2,143.024851839235,1,1
778,2,143.117870528037,1,1
779,14,143.235535901754,1,1
780,18,143.34065028314,1,1
781,15,143.481084920437,1,1
782,11,143.584387732927,1,1
783,4,143.604836163288,1,1
784,4,143.66432950402,1,1
785,4,143.671230525064,1,1
786,3,143.779975416282,1,1
787,19,143.82290525487,1,1
788,10,144.147441195501,1,1
789,18,144.165428803667,1,1
790,19,144.170045646937,1,1
791,12,144.23562882468,1,1
792,18,144.339272002891,1,1
793,4,144.446560431652,1,1
794,5,144.600018175987,1,1
795,8,144.682330163629,1,1
796,1,144.842624045372,1,1
797,16,144.866368510175,1,1
798,20,145.143120658052,1,1
799,12,145.152936623378,1,1
800,5,145.369959411525,1,1
801,5,145.478276260231,1,1
802,10,145.495161311255,1,1
803,11,145.564247686227,1,1
804,4,145.61537136228,1,1
805,14,145.64266871469,1,1
806,16,145.767767744588,1,1
807,16,146.028562045939,1,1
808,16,146.049335794389,1,1
809,14,146.136750068388,1,1
810,19,146.334259376126,1,1
811,10,146.419885778619,1,1
812,11,146.519781082669,1,1
813,17,146.628694126524,1,1
814,5,146.704380570567,1,1
815,12,146.831814184428,1,1
816,7,146.873469515539,1,1
817,9,146.953097833054,1,1
818,10,147.341469624389,1,1
819,12,147.40620702359,1,1
820,7,147.43135973406,1,1
821,5,147.443209211179,1,1
822,7,147.580378868453,1,1
823,5,147.593973944985,1,1
824,3,147.697669695038,1,1
825,10,147.719606330794,1,1
826,6,147.740100636191,1,1
827,16,147.743036208244,1,1
828,18,147.830585419857,1,1
829,11,148.125977380019,1,1
830,20,148.172259303702,1,1
831,4,148.217114434405,1,1
832,2,148.341799783818,1,1
833,15,148.506868289787,1,1
834,14,148.639615857482,1,1
835,4,148.759586308096,1,1
836,7,148.774358336831,1,1
837,4,148.918423800395,1,1
838,16,148.950899081054,1,1
839,3,149.142013701716,1,1
840,15,149.244004072355,1,1
841,15,149.478908499915,1,1
842,7,149.559875920591,1,1
843,9,149.565614304483,1,1
844,16,149.577126709577,1,1
845,20,149.593179263566,1,1
846,11,149.716139835324,1,1
847,16,149.788849728747,1,1
848,1,149.885241348138,1,1
849,13,149.971496333262,1,1
850,16,150.021438859209,1,1
851,2,150.087596183937,1,1
852,9,150.521107080252,1,1
853,14,150.595661084974,1,1
854,7,150.81281560722,1,1
855,4,150.879450252452,1,1
856,12,151.096773118184,1,1
857,4,151.214811408016,1,1
858,10,151.397037569076,1,1
859,10,151.422560552397,1,1
860,12,151.543389498824,1,1
861,3,151.81317186822,1,1
862,10,151.883089844815,1,1
863,15,151.897206908805,1,1
864,10,151.972225602751,1,1
865,15,151.992497117378,1,1
866,19,152.110080404647,1,1
867,1,152.11792532732,1,1
868,14,152.255720854324,1,1
869,11,152.281903310518,1,1
870,14,152.304326255442,1,1
871,13,152.327902812064,1,1
872,9,152.384962628691,1,1
873,8,152.559992126481,1,1
874,10,152.898383954321,1,1
875,17,152.922429778936,1,1
876,4,152.93429458362,1,1
877,10,153.016278883055,1,1
878,17,153.443838555982,1,1
879,5,153.450233201837,1,1
880,12,153.632321358214,1,1
881,2,153.651357440796,1,1
882,1,153.839140767689,1,1
883,15,153.988421427928,1,1
884,5,154.088848949599,1,1
885,10,154.118067559207,1,1
886,3,154.123691315032,1,1
887,7,154.125940207657,1,1
888,20,154.300305376585,1,1
889,20,154.520551426305,1,1
890,19,154.763042603163,1,1
891,10,154.801608735979,1,1
892,19,155.131042696,1,1
893,2,155.18023644645,1,1
894,6,155.191419100163,1,1
895,14,155.307178269602,1,1
896,14,155.349832686643,1,1
897,11,155.420746116543,1,1
898,8,155.491455829555,1,1
899,3,155.587949668137,1,1
900,16,155.60480990144,1,1
901,5,155.676621837433,1,1
902,13,155.771446310884,1,1
903,2,156.21038404987,1,1
