"time","sender","receiver","event_id"
126.214769060182,16,12,621
126.528155616544,9,19,622
126.530349188629,9,12,623
126.530465105157,14,11,624
126.594355507995,7,13,625
126.638628619044,10,11,626
126.657888946923,13,2,627
126.75859547102,9,4,628
126.816287890442,14,7,629
126.818667436029,13,18,630
126.827266570874,1,9,631
126.830014901532,20,19,632
126.854648384925,17,1,633
126.958039930728,11,2,634
126.968517970607,13,12,635
127.082685347296,9,6,636
127.242859291823,8,17,637
127.24848452419,7,16,638
127.358348734734,18,1,639
127.37182997996,12,14,640
127.401885640223,8,19,641
127.485553946461,2,16,642
127.511576849758,19,1,643
127.592407530639,3,5,644
127.672455403577,1,2,645
127.721275759648,12,8,646
127.839906871177,1,20,647
127.895821010097,7,9,648
127.952064624881,11,15,649
128.085913572783,10,5,650
128.247318566717,11,12,651
128.267333680292,11,2,652
128.414961710421,9,11,653
128.467382391257,10,2,654
128.748790896309,16,12,655
128.986525506575,12,16,656
129.114193337759,7,18,657
129.180759715336,12,17,658
129.495585853664,12,7,659
129.552082922427,1,7,660
129.625598525454,18,11,661
129.74866490405,14,12,662
129.775833988865,20,1,663
130.071153613651,13,6,664
130.305599641586,17,4,665
130.49570523791,6,3,666
130.574419152204,8,13,667
130.64480572013,16,11,668
130.665132694227,5,18,669
130.710748577202,4,18,670
131.069239022104,16,12,671
131.106135805933,11,19,672
131.206050359437,6,20,673
131.308329387535,13,2,674
131.39748399138,16,4,675
131.432791693316,2,11,676
131.503619550786,7,12,677
131.505010607446,3,8,678
131.543325636193,20,4,679
131.599181359555,4,7,680
131.860199560607,13,6,681
132.035885360665,12,13,682
132.199716189377,13,8,683
132.293412942399,16,20,684
132.56482849609,11,19,685
132.822475803239,3,8,686
133.082833265471,15,4,687
133.244427815256,6,13,688
133.347913253719,2,15,689
133.53364890367,11,16,690
133.934087214861,15,10,691
134.337618469644,4,13,692
134.404952229169,6,12,693
134.416493404796,2,3,694
134.589346433042,16,15,695
134.776459415955,19,3,696
134.832061919211,6,11,697
134.995518448463,18,20,698
135.203137596997,16,19,699
135.423373908679,3,20,700
135.443913852214,7,17,701
135.637704488563,11,16,702
135.678084768173,5,19,703
135.695008898366,10,6,704
135.755963928289,9,16,705
135.82552563263,4,20,706
136.289670604902,18,11,707
136.318786407533,16,7,708
136.42578679967,3,15,709
136.524326987245,18,20,710
136.762539522436,6,12,711
136.812085012771,3,14,712
136.812282981855,19,9,713
136.957221517935,14,13,714
137.083200231758,11,3,715
137.084370196583,14,7,716
137.206637265732,5,11,717
137.349250255668,18,10,718
137.373756095384,17,10,719
137.376888983222,16,14,720
137.436060162194,13,11,721
137.475615532562,11,8,722
137.650979056132,9,7,723
137.699435984484,15,19,724
137.907658628776,11,17,725
138.034822958527,9,15,726
138.037588272926,10,18,727
138.043823497187,15,13,728
138.226059146014,20,5,729
138.492373328976,11,6,730
138.530471829478,17,18,731
138.610668277682,12,15,732
138.830928600354,4,7,733
139.037583864796,4,13,734
139.163401277518,10,17,735
139.274676357122,7,18,736
139.372925361153,2,6,737
139.624670216456,18,3,738
139.661262583711,9,12,739
139.816783877202,16,12,740
139.916141901199,9,15,741
140.129765323558,18,3,742
140.141150267903,19,8,743
140.452184423166,17,13,744
140.492899481047,1,6,745
140.497043332965,17,16,746
140.678874763305,11,14,747
140.690879364033,12,1,748
140.806380966627,15,19,749
140.83391912458,16,7,750
141.034531140148,14,19,751
141.071037197693,15,3,752
141.08422023272,7,5,753
141.161325259764,11,2,754
141.188340702116,10,1,755
141.271911717826,17,4,756
141.615435339732,18,9,757
141.788046543589,2,4,758
141.892392756173,13,10,759
141.894227575184,15,9,760
142.061355160686,12,20,761
142.070887361157,18,9,762
142.135953050713,14,9,763
142.238477360524,7,9,764
142.262682609282,18,5,765
142.273149952317,8,4,766
142.307998966152,17,2,767
142.350150130821,13,17,768
142.399241898043,4,12,769
142.437854629919,13,8,770
142.448804156459,16,18,771
142.462840118997,18,19,772
142.537071389416,2,10,773
142.736908127195,9,20,774
142.869612734352,7,10,775
142.908928791559,20,13,776
143.024851839235,2,16,777
143.117870528037,2,4,778
143.235535901754,14,10,779
143.34065028314,18,10,780
143.481084920437,15,12,781
143.584387732927,11,4,782
143.604836163288,4,7,783
143.66432950402,4,16,784
143.671230525064,4,19,785
143.779975416282,3,5,786
143.82290525487,19,12,787
144.147441195501,10,8,788
144.165428803667,18,11,789
144.170045646937,19,11,790
144.23562882468,12,7,791
144.339272002891,18,3,792
144.446560431652,4,3,793
144.600018175987,5,12,794
144.682330163629,8,13,795
144.842624045372,1,6,796
144.866368510175,16,12,797
145.143120658052,20,5,798
145.152936623378,12,15,799
145.369959411525,5,18,800
145.478276260231,5,19,801
145.495161311255,10,11,802
145.564247686227,11,19,803
145.61537136228,4,15,804
145.64266871469,14,13,805
145.767767744588,16,12,806
146.028562045939,16,7,807
146.049335794389,16,14,808
146.136750068388,14,18,809
146.334259376126,19,14,810
146.419885778619,10,3,811
146.519781082669,11,12,812
146.628694126524,17,10,813
146.704380570567,5,19,814
146.831814184428,12,20,815
146.873469515539,7,19,816
146.953097833054,9,20,817
147.341469624389,10,3,818
147.40620702359,12,6,819
147.43135973406,7,3,820
147.443209211179,5,3,821
147.580378868453,7,16,822
147.593973944985,5,15,823
147.697669695038,3,12,824
147.719606330794,10,12,825
147.740100636191,6,8,826
147.743036208244,16,19,827
147.830585419857,18,16,828
148.125977380019,11,19,829
148.172259303702,20,19,830
148.217114434405,4,18,831
148.341799783818,2,17,832
148.506868289787,15,5,833
148.639615857482,14,15,834
148.759586308096,4,16,835
148.774358336831,7,19,836
148.918423800395,4,16,837
148.950899081054,16,11,838
149.142013701716,3,15,839
149.244004072355,15,11,840
149.478908499915,15,10,841
149.559875920591,7,12,842
149.565614304483,9,10,843
149.577126709577,16,9,844
149.593179263566,20,8,845
149.716139835324,11,15,846
149.788849728747,16,9,847
149.885241348138,1,9,848
149.971496333262,13,4,849
150.021438859209,16,1,850
150.087596183937,2,7,851
150.521107080252,9,3,852
150.595661084974,14,20,853
150.81281560722,7,10,854
150.879450252452,4,16,855
151.096773118184,12,16,856
151.214811408016,4,18,857
151.397037569076,10,15,858
151.422560552397,10,18,859
151.543389498824,12,2,860
151.81317186822,3,10,861
151.883089844815,10,12,862
151.897206908805,15,3,863
151.972225602751,10,11,864
151.992497117378,15,5,865
152.110080404647,19,1,866
152.11792532732,1,10,867
152.255720854324,14,11,868
152.281903310518,11,19,869
152.304326255442,14,12,870
152.327902812064,13,17,871
152.384962628691,9,16,872
152.559992126481,8,20,873
152.898383954321,10,9,874
152.922429778936,17,8,875
152.93429458362,4,19,876
153.016278883055,10,13,877
153.443838555982,17,4,878
153.450233201837,5,15,879
153.632321358214,12,16,880
153.651357440796,2,8,881
153.839140767689,1,19,882
153.988421427928,15,20,883
154.088848949599,5,16,884
154.118067559207,10,11,885
154.123691315032,3,8,886
154.125940207657,7,13,887
154.300305376585,20,16,888
154.520551426305,20,5,889
154.763042603163,19,5,890
154.801608735979,10,12,891
155.131042696,19,7,892
155.18023644645,2,9,893
155.191419100163,6,17,894
155.307178269602,14,12,895
155.349832686643,14,10,896
155.420746116543,11,9,897
155.491455829555,8,17,898
155.587949668137,3,8,899
155.60480990144,16,10,900
155.676621837433,5,3,901
155.771446310884,13,7,902
156.21038404987,2,3,903
156.247040023319,9,10,904
156.278064280132,18,13,905
156.291179970948,14,6,906
156.30578901033,9,4,907
156.522457666096,2,9,908
156.569423214998,13,17,909
156.64154783287,13,5,910
156.692299995712,14,9,911
156.734467750316,13,10,912
156.750997695531,2,7,913
157.07276774775,12,7,914
157.176310136793,9,17,915
157.18659244531,2,11,916
157.272712238282,1,16,917
157.282495750309,6,5,918
157.30513177937,8,19,919
157.450566864416,11,10,920
157.529031385368,17,9,921
157.60859604956,18,20,922
157.650897231439,11,10,923
157.666740204906,13,6,924
157.766906500226,17,2,925
157.780032412111,18,9,926
157.889978996768,19,1,927
157.987417922428,13,18,928
158.23879834745,8,12,929
158.372553895564,14,16,930
158.726698705255,14,8,931
158.890556528613,9,11,932
158.953976624279,19,12,933
159.083857189715,18,3,934
159.11050901633,3,10,935
159.174274253544,19,4,936
159.174714800518,11,19,937
159.515270159096,4,3,938
159.732100266537,10,11,939
159.783922748412,15,17,940
159.933685232672,4,8,941
159.937791646352,7,11,942
160.090077986088,2,1,943
160.299218077772,3,11,944
160.424132610315,17,12,945
160.433651122221,15,18,946
160.450721138081,6,12,947
160.461736615609,19,1,948
160.572466283842,17,9,949
160.595046040988,4,12,950
160.611488802574,19,20,951
160.758635707948,14,3,952
160.781417362049,15,4,953
160.928547933955,16,11,954
161.016501106037,5,12,955
161.037037507913,16,17,956
161.045506537796,15,9,957
161.204315039939,5,14,958
161.27202237149,15,20,959
161.323783336463,19,15,960
161.391638492774,13,6,961
161.513186268497,19,11,962
161.545578128988,10,15,963
161.604246655971,9,4,964
161.723537712149,14,8,965
161.730520642091,16,4,966
161.787951916739,8,11,967
161.994880328693,15,13,968
162.180157815829,18,12,969
162.264816939742,11,13,970
162.293205977058,2,18,971
162.336780575988,10,20,972
162.400385076698,4,17,973
162.429786546603,3,7,974
162.517995707069,10,3,975
162.530009535655,8,11,976
162.645914132047,12,8,977
162.684423073074,17,20,978
162.798049007421,7,14,979
162.816878742831,3,8,980
163.008703727628,11,3,981
163.031982928305,4,19,982
163.068946801888,14,18,983
163.121346080697,16,11,984
163.18583495677,4,18,985
163.197716663395,4,2,986
163.237053341959,15,20,987
163.261221220906,17,7,988
163.269207730647,1,2,989
163.294475134736,9,18,990
163.306487541372,11,16,991
163.316724022542,15,5,992
163.342196035689,19,8,993
163.358710962349,10,3,994
163.362863996498,4,12,995
163.559717476197,15,19,996
163.57157087008,15,3,997
163.679197024709,8,1,998
163.815841942292,2,7,999
163.872868373072,7,5,1000
164.020419738903,3,12,1001
164.22833795502,9,18,1002
164.303413823326,12,1,1003
164.504330584894,17,4,1004
164.615517682193,4,16,1005
164.670121139668,1,16,1006
164.69049449557,13,7,1007
164.698626066831,12,20,1008
164.765160952006,14,2,1009
164.798673178834,12,19,1010
164.842380616917,15,20,1011
165.221019008911,8,3,1012
165.287427761162,4,2,1013
165.300339317792,2,13,1014
165.371658274652,19,1,1015
165.502359280195,16,18,1016
165.753294639332,10,11,1017
165.932910998482,17,3,1018
165.996766204245,6,11,1019
166.086572018564,16,2,1020
166.143857930208,13,16,1021
166.260715443164,14,15,1022
166.306476977378,16,9,1023
166.358190841159,10,17,1024
166.385471714376,17,6,1025
166.394942685689,1,20,1026
166.512565574548,18,4,1027
166.574871723746,7,15,1028
166.624856211036,16,19,1029
166.641454504068,18,7,1030
166.675983263989,1,10,1031
166.698760635851,3,19,1032
166.760682075029,12,11,1033
166.821690699454,4,10,1034
166.863025090201,10,18,1035
166.952674323431,16,13,1036
166.988967859215,13,17,1037
167.048507406905,11,16,1038
167.065342630647,6,13,1039
167.279902412863,2,20,1040
